DateTime,solar_high_frequency_original_gwh,solar_benchmarked_gwh,date,hour,month,source_profile,daily_target_source,variable,target_columns,indicator_columns,kind
2024-03-17 17:00:00,0.04748285662290367,0.09054783382286166,2024-03-17,17,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-17 18:00:00,0.0,0.044379376658606355,2024-03-17,18,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-17 19:00:00,0.0,0.04421245398892777,2024-03-17,19,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-17 20:00:00,0.0,0.04387859549074716,2024-03-17,20,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-17 21:00:00,0.0,0.04321087191497419,2024-03-17,21,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-17 22:00:00,0.0,0.04187542147372235,2024-03-17,22,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-17 23:00:00,0.0,0.03920451894636571,2024-03-17,23,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-18 00:00:00,0.0,0.03386271306922605,2024-03-18,0,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-18 01:00:00,0.0,0.03119180782817212,2024-03-18,1,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-18 02:00:00,0.0,0.02985635060267697,2024-03-18,2,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-18 03:00:00,0.0,0.02918861277999302,2024-03-18,3,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-18 04:00:00,0.0,0.028854725448778297,2024-03-18,4,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-18 05:00:00,0.006243567035229567,0.03474750763256488,2024-03-18,5,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-18 06:00:00,0.052520351700895536,0.0795783862791393,2024-03-18,6,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-18 07:00:00,0.11029936163989812,0.13561451084028645,2024-03-18,7,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-18 08:00:00,0.1939860308088324,0.21681626909487123,2024-03-18,8,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-18 09:00:00,0.30965875771102386,0.32907248790566007,2024-03-18,9,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-18 10:00:00,0.5777849442654934,0.5892985202438622,2024-03-18,10,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-18 11:00:00,0.9834020878554688,0.9829689503325885,2024-03-18,11,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-18 12:00:00,1.1192533314986377,1.1148132782652895,2024-03-18,12,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-18 13:00:00,0.9499552854157062,0.950485970005157,2024-03-18,13,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-18 14:00:00,0.7533599258828682,0.759652705206182,2024-03-18,14,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-18 15:00:00,0.6953024025541609,0.703253875533418,2024-03-18,15,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-18 16:00:00,0.42371269855017113,0.43955882121318574,2024-03-18,16,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-18 17:00:00,0.06454138696168378,0.0907599176091119,2024-03-18,17,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-18 18:00:00,0.0,0.027716155653937875,2024-03-18,18,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-18 19:00:00,0.0,0.026911368944771554,2024-03-18,19,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-18 20:00:00,0.0,0.025301810809463712,2024-03-18,20,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-18 21:00:00,0.0,0.022082702180360448,2024-03-18,21,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-18 22:00:00,0.0,0.015644488742910086,2024-03-18,22,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-18 23:00:00,0.0,0.0027680637783875353,2024-03-18,23,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-19 00:00:00,0.0,-0.022984785195468628,2024-03-19,0,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-19 01:00:00,0.0,-0.035861206723781826,2024-03-19,1,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-19 02:00:00,0.0,-0.04229941157070876,2024-03-19,2,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-19 03:00:00,0.0,-0.04551850215971285,2024-03-19,3,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-19 04:00:00,0.0,-0.04712802378529618,2024-03-19,4,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-19 05:00:00,0.017287816203116837,-0.03115385701227109,2024-03-19,5,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-19 06:00:00,0.26742606294140236,0.21121830877439635,2024-03-19,6,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-19 07:00:00,0.827991073988996,0.7550799069244283,2024-03-19,7,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-19 08:00:00,1.5324225114092802,1.4386734978134312,2024-03-19,8,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-19 09:00:00,2.1470512645545234,2.0351589087805193,2024-03-19,9,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-19 10:00:00,2.800651866846233,2.6694950359183505,2024-03-19,10,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-19 11:00:00,3.3708062651100734,3.222856125891779,2024-03-19,11,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-19 12:00:00,3.454582485388763,3.3041678500156375,2024-03-19,12,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-19 13:00:00,3.149130408425822,3.0077209899023996,2024-03-19,13,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-19 14:00:00,2.5434596645651295,2.4199113288900476,2024-03-19,14,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-19 15:00:00,1.7686737076319334,1.6679981387948937,2024-03-19,15,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-19 16:00:00,0.882232079058507,0.80778133283495,2024-03-19,16,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-19 17:00:00,0.16524609350208055,0.11216102619826923,2024-03-19,17,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-19 18:00:00,0.0,-0.047703431008831065,2024-03-19,18,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-19 19:00:00,0.0,-0.046669369290102805,2024-03-19,19,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-19 20:00:00,0.0,-0.044601172173148754,2024-03-19,20,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-19 21:00:00,0.0,-0.04046474109949187,2024-03-19,21,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-19 22:00:00,0.0,-0.032191860532303704,2024-03-19,22,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-19 23:00:00,0.0,-0.01564609018799022,2024-03-19,23,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-20 00:00:00,0.0,0.017445455105605464,2024-03-20,0,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-20 01:00:00,0.0,0.033991227856265134,2024-03-20,1,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-20 02:00:00,0.0,0.04226411443931862,2024-03-20,2,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-20 03:00:00,0.0,0.04640055814629265,2024-03-20,3,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-20 04:00:00,0.0,0.04846878083067431,2024-03-20,4,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-20 05:00:00,0.020168780234059977,0.06907792542447959,2024-03-20,5,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-20 06:00:00,0.38845397164656276,0.4270382303199736,2024-03-20,6,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-20 07:00:00,1.1926092126119843,1.207778484779664,2024-03-20,7,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-20 08:00:00,1.957516772355139,1.9502972153689468,2024-03-20,8,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-20 09:00:00,2.621287179996633,2.594591555892276,2024-03-20,9,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-20 10:00:00,3.1419976887367578,3.1000052568206553,2024-03-20,10,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-20 11:00:00,3.3988471670898943,3.349309644149196,2024-03-20,11,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-20 12:00:00,3.1842724860745744,3.141060188950846,2024-03-20,12,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-20 13:00:00,2.7934036010041043,2.761702698213575,2024-03-20,13,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-20 14:00:00,2.256090105923372,2.2402103272569196,2024-03-20,14,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-20 15:00:00,1.6102784083873671,1.6134139565867522,2024-03-20,15,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-20 16:00:00,0.7414429108944768,0.770161146713679,2024-03-20,16,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-20 17:00:00,0.13468451101046688,0.1812744330985634,2024-03-20,17,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-20 18:00:00,0.0,0.05057317629726753,2024-03-20,18,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-20 19:00:00,0.0,0.05060954175439821,2024-03-20,19,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-20 20:00:00,0.0,0.05068217799298925,2024-03-20,20,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-20 21:00:00,0.0,0.050827403132336205,2024-03-20,21,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-20 22:00:00,0.0,0.05111782974211246,2024-03-20,22,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-20 23:00:00,0.0,0.05169867112720621,2024-03-20,23,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-21 00:00:00,0.0,0.05286034798016445,2024-03-21,0,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-21 01:00:00,0.0,0.05344118515136715,2024-03-21,1,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-21 02:00:00,0.0,0.05373160122641562,2024-03-21,2,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-21 03:00:00,0.0,0.05387680424283419,2024-03-21,3,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-21 04:00:00,0.0,0.053949395708832074,2024-03-21,4,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-21 05:00:00,0.007632778083413229,0.06139374811599279,2024-03-21,5,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-21 06:00:00,0.08387277469020832,0.13540741340947693,2024-03-21,6,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-21 07:00:00,0.2515004613626871,0.29810927774463014,2024-03-21,7,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-21 08:00:00,0.4754269163129421,0.5154478862129805,2024-03-21,8,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-21 09:00:00,1.108753289373243,1.1301316070310912,2024-03-21,9,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-21 10:00:00,1.7587897037418154,1.7610318793967021,2024-03-21,10,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-21 11:00:00,2.107635678200453,2.0996070319010705,2024-03-21,11,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-21 12:00:00,2.375576226573551,2.3596565353657875,2024-03-21,12,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-21 13:00:00,2.5108785903676165,2.4909690197125665,2024-03-21,13,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-21 14:00:00,2.0382807989047325,2.0322703927637384,2024-03-21,14,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-21 15:00:00,1.4019351835446652,1.4146307670621294,2024-03-21,15,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-21 16:00:00,0.6419124859303162,0.6769275486003928,2024-03-21,16,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-21 17:00:00,0.10948726246548286,0.16006671038976206,2024-03-21,17,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-21 18:00:00,0.0,0.05358327200185253,2024-03-21,18,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-21 19:00:00,0.0,0.053144523307202624,2024-03-21,19,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-21 20:00:00,0.0,0.05226702259431623,2024-03-21,20,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-21 21:00:00,0.0,0.050512019506750196,2024-03-21,21,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-21 22:00:00,0.0,0.04700201250072151,2024-03-21,22,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-21 23:00:00,0.0,0.03998199807321583,2024-03-21,23,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-22 00:00:00,0.0,0.02594196901048024,2024-03-22,0,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-22 01:00:00,0.0,0.018921955133680522,2024-03-22,1,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-22 02:00:00,0.0,0.015411949504416706,2024-03-22,2,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-22 03:00:00,0.0,0.013656949308056927,2024-03-22,3,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-22 04:00:00,0.0,0.012779454446421281,2024-03-22,4,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-22 05:00:00,0.023304843285795494,0.03495948958205722,2024-03-22,5,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-22 06:00:00,0.2873564499532667,0.29101833447723996,2024-03-22,6,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-22 07:00:00,0.906303620309181,0.8916346895763859,2024-03-22,7,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-22 08:00:00,1.8662564919202673,1.8232727801163215,2024-03-22,8,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-22 09:00:00,2.863824664831148,2.791446348890395,2024-03-22,9,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-22 10:00:00,3.334070607170787,3.247835458616027,2024-03-22,10,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-22 11:00:00,3.4758904863310334,3.385474341116042,2024-03-22,11,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-22 12:00:00,3.268334944888759,3.184027386130631,2024-03-22,12,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-22 13:00:00,3.063466845573424,2.985192258951546,2024-03-22,13,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-22 14:00:00,2.5427018440812397,2.479764349041183,2024-03-22,14,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-22 15:00:00,1.78306246271129,1.7425018593055168,2024-03-22,15,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-22 16:00:00,0.8838796625135438,0.8698184824063233,2024-03-22,16,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-22 17:00:00,0.19421769026936186,0.20051655623782516,2024-03-22,17,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-22 18:00:00,0.0,0.012130780306190981,2024-03-22,18,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-22 19:00:00,0.0,0.01235954163608011,2024-03-22,19,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-22 20:00:00,0.0,0.012817104464704979,2024-03-22,20,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-22 21:00:00,0.0,0.013732250206377998,2024-03-22,21,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-22 22:00:00,0.0,0.01556255173193569,2024-03-22,22,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-22 23:00:00,0.0,0.01922315980415693,2024-03-22,23,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-23 00:00:00,0.0,0.026544378459152227,2024-03-23,0,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-23 01:00:00,0.0,0.03020498748791752,2024-03-23,1,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-23 02:00:00,0.0,0.032035291404835346,2024-03-23,2,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-23 03:00:00,0.0,0.03295044216836463,2024-03-23,3,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-23 04:00:00,0.0,0.03340801516027001,2024-03-23,4,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-23 05:00:00,0.016086779558870043,0.04924999779341687,2024-03-23,5,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-23 06:00:00,0.10617260046705225,0.13679816386282945,2024-03-23,6,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-23 07:00:00,0.2724394414864921,0.29822744751535885,2024-03-23,7,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-23 08:00:00,0.6156192192357984,0.6313329046264624,2024-03-23,8,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-23 09:00:00,1.3651336165115617,1.3587965477133674,2024-03-23,9,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-23 10:00:00,1.8025734059661191,1.7833654945709951,2024-03-23,10,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-23 11:00:00,2.304832207135847,2.270841467757069,2024-03-23,11,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-23 12:00:00,2.7929215767625943,2.744562947964947,2024-03-23,12,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-23 13:00:00,2.5835798152056855,2.5413832599527275,2024-03-23,13,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-23 14:00:00,1.9668686627369962,1.9428246486420144,2024-03-23,14,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-23 15:00:00,1.2759596458378915,1.2722489971679327,2024-03-23,15,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-23 16:00:00,0.4861897846828721,0.5057162278322485,2024-03-23,16,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-23 17:00:00,0.08147868090247695,0.11289336490987818,2024-03-23,17,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-23 18:00:00,0.0,0.03376115523931921,2024-03-23,18,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-23 19:00:00,0.0,0.03365675465937632,2024-03-23,19,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-23 20:00:00,0.0,0.03344793255331538,2024-03-23,20,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-23 21:00:00,0.0,0.033030277868105924,2024-03-23,21,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-23 22:00:00,0.0,0.03219496326114318,2024-03-23,22,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-23 23:00:00,0.0,0.030524331428945842,2024-03-23,23,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-24 00:00:00,0.0,0.027183066455415295,2024-03-24,0,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-24 01:00:00,0.0,0.025512433410464063,2024-03-24,1,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-24 02:00:00,0.0,0.024677115771616638,2024-03-24,2,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-24 03:00:00,0.0,0.02425945471944919,2024-03-24,3,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-24 04:00:00,0.0,0.024050619727878038,2024-03-24,4,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-24 05:00:00,0.015476687839511604,0.038967262986466585,2024-03-24,5,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-24 06:00:00,0.16708756392023014,0.1860626359903015,2024-03-24,6,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-24 07:00:00,0.6228472812687508,0.6283790934999373,2024-03-24,7,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-24 08:00:00,1.034924948505614,1.0283124607872036,2024-03-24,8,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-24 09:00:00,1.834925775145534,1.8047553497140156,2024-03-24,9,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-24 10:00:00,2.144979280539386,2.1056775471388205,2024-03-24,10,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-24 11:00:00,2.142820069920278,2.103579507926168,2024-03-24,11,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-24 12:00:00,2.1625353447062388,2.122712044854915,2024-03-24,12,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-24 13:00:00,2.0643691238834196,2.0274322827231295,2024-03-24,13,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-24 14:00:00,1.640701151934032,1.616230369767471,2024-03-24,14,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-24 15:00:00,1.1654367188774681,1.1549449488144767,2024-03-24,15,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-24 16:00:00,0.6510915846105237,0.6557171804906994,2024-03-24,16,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-24 17:00:00,0.1515029077308321,0.17078709223809274,2024-03-24,17,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-24 18:00:00,0.0,0.023646715221953975,2024-03-24,18,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-24 19:00:00,0.0,0.02345160872678198,2024-03-24,19,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-24 20:00:00,0.0,0.023061405295872677,2024-03-24,20,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-24 21:00:00,0.0,0.022281003213771407,2024-03-24,21,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-24 22:00:00,0.0,0.02072020143942759,2024-03-24,22,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-24 23:00:00,0.0,0.017598599085669266,2024-03-24,23,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-25 00:00:00,0.0,0.011355394975617274,2024-03-25,0,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-25 01:00:00,0.0,0.008233794085911137,2024-03-25,1,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-25 02:00:00,0.0,0.006672995971697726,2024-03-25,2,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-25 03:00:00,0.0,0.005892601575870372,2024-03-25,3,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-25 04:00:00,0.0,0.005502413700515398,2024-03-25,4,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-25 05:00:00,0.04220024649693064,0.04626525200953259,2024-03-25,5,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-25 06:00:00,0.5464603216836115,0.5355829164137959,2024-03-25,6,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-25 07:00:00,1.555909035655036,1.515265797954708,2024-03-25,7,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-25 08:00:00,2.450865257587838,2.3838512184523006,2024-03-25,8,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-25 09:00:00,3.237360989214739,3.147181509244419,2024-03-25,9,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-25 10:00:00,3.7032606862243482,3.599360285499452,2024-03-25,10,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-25 11:00:00,3.947411622624276,3.8363222060258657,2024-03-25,11,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-25 12:00:00,3.7940550926762624,3.6874819962570267,2024-03-25,12,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-25 13:00:00,3.3086461495068376,3.216368607200658,2024-03-25,13,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-25 14:00:00,2.5074732366584396,2.4387937680170495,2024-03-25,14,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-25 15:00:00,1.5174430691264316,1.4779343610763724,2024-03-25,15,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
2024-03-25 16:00:00,0.6130223458076131,0.6001896943118843,2024-03-25,16,3,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic
