DateTime,wind_high_frequency_original_gwh,wind_benchmarked_gwh,date,hour,month,source_profile,daily_target_source,variable,target_columns,indicator_columns,kind
2024-05-21 04:00:00,0.01035,0.008028796810038822,2024-05-21,4,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-21 05:00:00,0.01559,0.013628160176072957,2024-05-21,5,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-21 06:00:00,0.0127,0.010508097596585175,2024-05-21,6,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-21 07:00:00,0.00967,0.0072452093684588475,2024-05-21,7,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-21 08:00:00,0.00694,0.0043084344991842025,2024-05-21,8,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-21 09:00:00,0.00661,0.003952059475444903,2024-05-21,9,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-21 10:00:00,0.0072699999999999996,0.004660312649139084,2024-05-21,10,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-21 11:00:00,0.00802,0.005465851942402492,2024-05-21,11,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-21 12:00:00,0.00975,0.007324744857416703,2024-05-21,12,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-21 13:00:00,0.01507,0.013041204371950044,2024-05-21,13,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-21 14:00:00,0.011609999999999999,0.009325757779357381,2024-05-21,14,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-21 15:00:00,0.01696,0.01507740910222302,2024-05-21,15,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-21 16:00:00,0.00976,0.007349626801705661,2024-05-21,16,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-21 17:00:00,0.00714,0.004550101369389042,2024-05-21,17,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-21 18:00:00,0.01234,0.010167429783778768,2024-05-21,18,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-21 19:00:00,0.0254,0.02425990244584121,2024-05-21,19,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-21 20:00:00,0.03731,0.037178127190986225,2024-05-21,20,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-21 21:00:00,0.03365,0.03349103424260448,2024-05-21,21,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-21 22:00:00,0.034159999999999996,0.03452912517351625,2024-05-21,22,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-21 23:00:00,0.02456,0.025195553545454344,2024-05-21,23,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-22 00:00:00,0.03424,0.03755606496429094,2024-05-22,0,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-22 01:00:00,0.03282,0.037010797152456164,2024-05-22,1,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-22 02:00:00,0.02392,0.02793911564972378,2024-05-22,2,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-22 03:00:00,0.022969999999999997,0.027163551293720712,2024-05-22,3,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-22 04:00:00,0.0252,0.0296819252276363,2024-05-22,4,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-22 05:00:00,0.02775,0.032482824465397776,2024-05-22,5,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-22 06:00:00,0.02159,0.025895369691048154,2024-05-22,6,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-22 07:00:00,0.01874,0.022848741515088467,2024-05-22,7,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-22 08:00:00,0.02161,0.025939814735041318,2024-05-22,8,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-22 09:00:00,0.02379,0.0282857343554681,2024-05-22,9,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-22 10:00:00,0.02088,0.02516119760994376,2024-05-22,10,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-22 11:00:00,0.019739999999999997,0.023937279172108427,2024-05-22,11,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-22 12:00:00,0.019219999999999998,0.0233788882575708,2024-05-22,12,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-22 13:00:00,0.01751,0.021541564018572153,2024-05-22,13,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-22 14:00:00,0.01704,0.021035932598683704,2024-05-22,14,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-22 15:00:00,0.01801,0.022076526962066467,2024-05-22,15,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-22 16:00:00,0.01602,0.019935372398448465,2024-05-22,16,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-22 17:00:00,0.009710000000000002,0.013149748485679536,2024-05-22,17,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-22 18:00:00,0.005730000000000001,0.008860989818183932,2024-05-22,18,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-22 19:00:00,0.0025800000000000003,0.005451155798562274,2024-05-22,19,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-22 20:00:00,0.00428,0.007226400294288265,2024-05-22,20,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-22 21:00:00,0.0038,0.0066083511809278345,2024-05-22,21,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-22 22:00:00,0.0019299999999999999,0.004394579612900507,2024-05-22,22,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-22 23:00:00,0.00049,0.0024380747421924214,2024-05-22,23,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-23 00:00:00,0.0007099999999999999,0.0018555954311626384,2024-05-23,0,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-23 01:00:00,0.00173,0.002542027661945299,2024-05-23,1,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-23 02:00:00,0.0028599999999999997,0.0035513498282621287,2024-05-23,2,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-23 03:00:00,0.0033599999999999997,0.00398617699095585,2024-05-23,3,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-23 04:00:00,0.00095,0.0013457798681865709,2024-05-23,4,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-23 05:00:00,0.00214,0.0025986840841371525,2024-05-23,5,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-23 06:00:00,0.00415,0.004745360654587122,2024-05-23,6,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-23 07:00:00,0.00357,0.004115827413785379,2024-05-23,7,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-23 08:00:00,0.004730000000000001,0.005358882969759029,2024-05-23,8,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-23 09:00:00,0.00525,0.005915935387043205,2024-05-23,9,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-23 10:00:00,0.0050999999999999995,0.005753945091543175,2024-05-23,10,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-23 11:00:00,0.00561,0.00630139943463042,2024-05-23,11,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-23 12:00:00,0.00513,0.005785360704698064,2024-05-23,12,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-23 13:00:00,0.00439,0.004989943361796193,2024-05-23,13,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-23 14:00:00,0.00508,0.00573063015667336,2024-05-23,14,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-23 15:00:00,0.00352,0.004053446295334681,2024-05-23,15,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-23 16:00:00,0.0033799999999999998,0.0039007230649689343,2024-05-23,16,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-23 17:00:00,0.00435,0.004938251306059327,2024-05-23,17,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-23 18:00:00,0.0045899999999999995,0.0051868970534161936,2024-05-23,18,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-23 19:00:00,0.005030000000000001,0.005641218642844956,2024-05-23,19,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-23 20:00:00,0.0047,0.005249882795070965,2024-05-23,20,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-23 21:00:00,0.0032400000000000003,0.0036077204564359186,2024-05-23,21,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-23 22:00:00,0.00214,0.0022787402427110583,2024-05-23,22,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-23 23:00:00,0.00082,0.0005662211039922154,2024-05-23,23,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-24 00:00:00,0.00023999999999999998,-0.0006456256048260655,2024-05-24,0,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-24 01:00:00,0.00037,-0.0008003157078547351,2024-05-24,1,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-24 02:00:00,0.0005,-0.0008078269518530829,2024-05-24,2,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-24 03:00:00,0.00023999999999999998,-0.0011607509282866722,2024-05-24,3,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-24 04:00:00,0.00014000000000000001,-0.001304981583092857,2024-05-24,4,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-24 05:00:00,0.00016,-0.001301890595994148,2024-05-24,5,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-24 06:00:00,5.9999999999999995e-05,-0.0014185236654556928,2024-05-24,6,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-24 07:00:00,1e-05,-0.0014768370772355027,2024-05-24,7,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-24 08:00:00,0.00028000000000000003,-0.0011890499306463705,2024-05-24,8,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-24 09:00:00,0.0011,-0.0003092039994282221,2024-05-24,9,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-24 10:00:00,0.0033799999999999998,0.00213980606605702,2024-05-24,10,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-24 11:00:00,0.00605,0.005008139161143789,2024-05-24,11,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-24 12:00:00,0.00842,0.007554373178058012,2024-05-24,12,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-24 13:00:00,0.0083,0.007425644033061039,2024-05-24,13,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-24 14:00:00,0.01106,0.010391387844209343,2024-05-24,14,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-24 15:00:00,0.01065,0.009951946290406107,2024-05-24,15,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-24 16:00:00,0.009710000000000002,0.008944166359874738,2024-05-24,16,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-24 17:00:00,0.00641,0.005403022002790659,2024-05-24,17,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-24 18:00:00,0.00404,0.0028653029948183745,2024-05-24,18,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-24 19:00:00,0.0034300000000000003,0.002226994839608619,2024-05-24,19,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-24 20:00:00,0.014060000000000001,0.013681602715004078,2024-05-24,20,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-24 21:00:00,0.01952,0.01961585597264235,2024-05-24,21,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-24 22:00:00,0.00943,0.008911959132102158,2024-05-24,22,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-24 23:00:00,0.00674,0.006294805454897204,2024-05-24,23,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-25 00:00:00,0.00426,0.004176156033125979,2024-05-25,0,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-25 01:00:00,0.004070000000000001,0.004244914275969562,2024-05-25,1,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-25 02:00:00,0.00519,0.005584646485118405,2024-05-25,2,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-25 03:00:00,0.00614,0.006673514638308607,2024-05-25,3,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-25 04:00:00,0.006019999999999999,0.006578701256055512,2024-05-25,4,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-25 05:00:00,0.0058,0.006359395358332317,2024-05-25,5,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-25 06:00:00,0.0011200000000000001,0.0013398937320309116,2024-05-25,6,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-25 07:00:00,0.00082,0.001021843670889069,2024-05-25,7,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-25 08:00:00,0.0009699999999999999,0.0011851213210766164,2024-05-25,8,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-25 09:00:00,0.00161,0.0018737627408052968,2024-05-25,9,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-25 10:00:00,0.00328,0.0036684488889122103,2024-05-25,10,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-25 11:00:00,0.00471,0.005204985002688718,2024-05-25,11,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-25 12:00:00,0.0049299999999999995,0.0054413345048453365,2024-05-25,12,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-25 13:00:00,0.00541,0.005956808231019262,2024-05-25,13,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-25 14:00:00,0.006059999999999999,0.006654602670838313,2024-05-25,14,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-25 15:00:00,0.0064,0.007018751405925326,2024-05-25,15,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-25 16:00:00,0.0064800000000000005,0.007102405031656843,2024-05-25,16,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-25 17:00:00,0.00575,0.0063135151477444,2024-05-25,17,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-25 18:00:00,0.00376,0.004166315806946849,2024-05-25,18,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-25 19:00:00,0.00248,0.002772698876157394,2024-05-25,19,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-25 20:00:00,0.0019,0.0021127056938578487,2024-05-25,20,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-25 21:00:00,0.0015400000000000001,0.0016522103629674205,2024-05-25,21,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-25 22:00:00,0.00139,0.001343607228610755,2024-05-25,22,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-25 23:00:00,0.00186,0.0015536616361176523,2024-05-25,23,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-26 00:00:00,0.00354,0.00276880028190215,2024-05-26,0,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-26 01:00:00,0.005679999999999999,0.004773043813066298,2024-05-26,1,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-26 02:00:00,0.00542,0.0043462604567242194,2024-05-26,2,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-26 03:00:00,0.006690000000000001,0.005636979493020365,2024-05-26,3,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-26 04:00:00,0.0087,0.0077595906456201565,2024-05-26,4,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-26 05:00:00,0.009970000000000001,0.009105603042199352,2024-05-26,5,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-26 06:00:00,0.00656,0.005432804067182172,2024-05-26,6,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-26 07:00:00,0.0030099999999999997,0.0016142022095822714,2024-05-26,7,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-26 08:00:00,0.00257,0.001139179500091163,2024-05-26,8,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-26 09:00:00,0.00199,0.000514899336747541,2024-05-26,9,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-26 10:00:00,0.0048,0.003533295051861168,2024-05-26,10,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-26 11:00:00,0.0054,0.004177639302742547,2024-05-26,11,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-26 12:00:00,0.00359,0.002232921830803358,2024-05-26,12,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-26 13:00:00,0.00146,-5.5493619592265724e-05,2024-05-26,13,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-26 14:00:00,0.00202,0.0005462216561942243,2024-05-26,14,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-26 15:00:00,0.004,0.002673659905566169,2024-05-26,15,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-26 16:00:00,0.005030000000000001,0.0037806746325346496,2024-05-26,16,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-26 17:00:00,0.00405,0.002728648690892548,2024-05-26,17,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-26 18:00:00,0.0052699999999999995,0.004041083519691431,2024-05-26,18,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-26 19:00:00,0.00791,0.006880829505730119,2024-05-26,19,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-26 20:00:00,0.01134,0.010572748344314842,2024-05-26,20,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-26 21:00:00,0.01177,0.011048421406578659,2024-05-26,21,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-26 22:00:00,0.0048,0.0035874918190657882,2024-05-26,22,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-26 23:00:00,0.00249,0.0011604951074814616,2024-05-26,23,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-27 00:00:00,0.0014199999999999998,0.00012049671638213666,2024-05-27,0,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-27 01:00:00,0.00166,0.00043313032322953395,2024-05-27,1,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-27 02:00:00,0.00124,9.290366206124792e-06,2024-05-27,2,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-27 03:00:00,0.0027400000000000002,0.0016345345696820361,2024-05-27,3,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-27 04:00:00,0.0036,0.002565337653123231,2024-05-27,4,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-27 05:00:00,0.0033799999999999998,0.002332403810039844,2024-05-27,5,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-27 06:00:00,0.00375,0.002731635406033426,2024-05-27,6,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-27 07:00:00,0.0035499999999999998,0.002517627626062757,2024-05-27,7,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-27 08:00:00,0.00283,0.0017445312953512015,2024-05-27,8,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-27 09:00:00,0.00257,0.0014654470377407046,2024-05-27,9,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-27 10:00:00,0.0022400000000000002,0.001111086817202819,2024-05-27,10,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-27 11:00:00,0.00417,0.0031848106197733183,2024-05-27,11,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-27 12:00:00,0.00976,0.009190829020842685,2024-05-27,12,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-27 13:00:00,0.01278,0.01243600918922212,2024-05-27,13,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-27 14:00:00,0.0124,0.012028927651845614,2024-05-27,14,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-27 15:00:00,0.00797,0.007271835846718233,2024-05-27,15,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-27 16:00:00,0.00873,0.008093036289380712,2024-05-27,16,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-27 17:00:00,0.01083,0.010358566232278942,2024-05-27,17,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-27 18:00:00,0.01964,0.019842446444872614,2024-05-27,18,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-27 19:00:00,0.019780000000000002,0.020030310097430955,2024-05-27,19,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-27 20:00:00,0.020550000000000002,0.020932475825408508,2024-05-27,20,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-27 21:00:00,0.02174,0.022360779455799545,2024-05-27,21,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-27 22:00:00,0.020739999999999998,0.021586033722173683,2024-05-27,22,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-27 23:00:00,0.015,0.016018417983199085,2024-05-27,23,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-28 00:00:00,0.019420000000000003,0.02196558629777918,2024-05-28,0,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-28 01:00:00,0.0273,0.031030818538136017,2024-05-28,1,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-28 02:00:00,0.02246,0.026130511691121,2024-05-28,2,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
2024-05-28 03:00:00,0.01393,0.017115988927490756,2024-05-28,3,5,ENTSO-E,SFOE,Wind,Wind,"Wind Onshore, Wind Offshore",aggregate
