DateTime,wind_high_frequency_original_gwh,wind_benchmarked_gwh,date,hour,month,source_profile,daily_target_source,variable,target_columns,indicator_columns,kind,nuclear_high_frequency_original_gwh,nuclear_benchmarked_gwh,water_high_frequency_original_gwh,water_benchmarked_gwh,solar_high_frequency_original_gwh,solar_benchmarked_gwh
2024-04-05 17:00:00,0.02478,0.023394183925472975,2024-04-05,17,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9174,2.909767038865747,2.6914800000000003,5.257985061844199,0.1978197692786639,0.20994884144628
2024-04-05 18:00:00,0.02687,0.025638399814502503,2024-04-05,18,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.92073,2.913106984676687,2.78693,5.394265750745779,0.0008734601932926401,0.01849823806044759
2024-04-05 19:00:00,0.03616,0.035616837565945636,2024-04-05,19,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.92455,2.916949449643287,1.78103,3.974993823719788,0.0,0.017046154558181276
2024-04-05 20:00:00,0.04639,0.046602768259851435,2024-04-05,20,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9285,2.920947713715892,1.23715,3.2115468233619007,0.0,0.015837507748504013
2024-04-05 21:00:00,0.03933,0.03900811173285868,2024-04-05,21,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.93465,2.9271958232438573,1.09576,3.0224705586188367,0.0,0.013420227824576912
2024-04-05 22:00:00,0.04345,0.043415212299327134,2024-04-05,22,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9374499999999997,2.930200612463966,0.90621,2.7761108227871505,0.0,0.008585674824436425
2024-04-05 23:00:00,0.05289,0.05351865127947161,2024-04-05,23,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9408000000000003,2.9339622210666216,1.10181,3.095804946339147,0.0,-0.0010834277519877074
2024-04-06 00:00:00,0.04908,0.04934819271529346,2024-04-06,0,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.94198,2.935970417501899,0.87553,2.862304473061208,0.0,-0.020421631192907498
2024-04-06 01:00:00,0.05103,0.051404639672180064,2024-04-06,1,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.94388,2.9382833342011345,0.7121299999999999,2.6745051516418554,0.0,-0.030090730947071417
2024-04-06 02:00:00,0.05743,0.058261292133562195,2024-04-06,2,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.94925,2.9438558059717974,0.69791,2.6759972885721672,0.0,-0.034925276891561406
2024-04-06 03:00:00,0.05891,0.05984171119564181,2024-04-06,3,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.94613,2.940842278018542,0.84256,2.8912759490373707,0.0,-0.037342541998622435
2024-04-06 04:00:00,0.060469999999999996,0.06151290030138581,2024-04-06,4,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9482,2.9429622403745386,1.1194300000000001,3.288066359081413,0.0,-0.038551158821785
2024-04-06 05:00:00,0.061799999999999994,0.06293939640648297,2024-04-06,5,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.94815,2.942938201139586,1.80283,4.2568408028537075,0.16964429049628887,0.12549469710404007
2024-04-06 06:00:00,0.06035,0.0613803648341754,2024-04-06,6,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9480999999999997,2.9429012059751467,1.48831,3.8135751556475936,0.9001425554927256,0.8341857509149216
2024-04-06 07:00:00,0.06436,0.0656879699439493,2024-04-06,7,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.94308,2.9378922175300737,1.0143,3.1441746024440382,1.7240392162623845,1.6336768091027019
2024-04-06 08:00:00,0.060579999999999995,0.061626579753966786,2024-04-06,8,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.94078,2.935597541509648,0.76806,2.79641907125184,2.5158520283897183,2.402104242598632
2024-04-06 09:00:00,0.0603,0.061325626812241095,2024-04-06,9,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9312300000000002,2.9260577952601907,0.6964499999999999,2.6953566768600723,3.3339324249011733,3.1960640746747195
2024-04-06 10:00:00,0.054729999999999994,0.055341379404207636,2024-04-06,10,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9280999999999997,2.9229314688597765,0.71253,2.718170213306122,3.931274713114279,3.775803662907038
2024-04-06 11:00:00,0.05082,0.051140654842894345,2024-04-06,11,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.91923,2.9140699554576877,0.6426499999999999,2.619423876546915,4.204325935422096,4.040809773491483
2024-04-06 12:00:00,0.04175,0.041396306251042396,2024-04-06,12,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.91558,2.910423612557658,0.53816,2.4717266962370914,4.273528130644493,4.1079753736107145
2024-04-06 13:00:00,0.040780000000000004,0.040354480380317984,2024-04-06,13,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9115300000000004,2.9063776916777075,0.65456,2.6362678795800436,3.7309066386574194,3.5813364916297483
2024-04-06 14:00:00,0.03686,0.03614360052082609,2024-04-06,14,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9093299999999997,2.904180376465252,0.71658,2.7239145696613285,2.8219682948367875,2.6991766771246515
2024-04-06 15:00:00,0.03409,0.03316887723725227,2024-04-06,15,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.91013,2.9049809798863797,0.8969100000000001,2.9787733171942214,1.7741561181957803,1.6822534033837317
2024-04-06 16:00:00,0.03589,0.03510527159832833,2024-04-06,16,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.91013,2.904983591916669,1.6686099999999997,4.069545644703095,0.8268942332600931,0.7629635711638427
2024-04-06 17:00:00,0.0373,0.0366252032437724,2024-04-06,17,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.90965,2.90450922994155,3.5431099999999995,6.719141466424949,0.2600210691678427,0.21295025400970286
2024-04-06 18:00:00,0.039409999999999994,0.03890226843200883,2024-04-06,18,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9151,2.9099647148871854,2.61936,5.412789000914788,0.0018519369552070146,-0.03727507674468667
2024-04-06 19:00:00,0.03821,0.03763334220694207,2024-04-06,19,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.92063,2.9155105236008034,1.2526899999999999,3.479799652606771,0.0,-0.03838526115756903
2024-04-06 20:00:00,0.0466,0.04668788582482176,2024-04-06,20,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.927,2.921916368884773,0.90635,2.9881573261779897,0.0,-0.03701073907576632
2024-04-06 21:00:00,0.04782,0.048079857379932305,2024-04-06,21,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.93263,2.9276244712579365,0.7740100000000001,2.7969864082186504,0.0,-0.0342616672486371
2024-04-06 22:00:00,0.05317,0.05399020202036901,2024-04-06,22,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.93458,2.9297390727319153,0.75866,2.767105067198661,0.0,-0.028763509762616754
2024-04-06 23:00:00,0.05111,0.05210199688840574,2024-04-06,23,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.94,2.935486904392158,0.7366900000000001,2.7196833507781495,0.0,-0.017767187874695174
2024-04-07 00:00:00,0.04944,0.05095778032001302,2024-04-07,0,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.93908,2.9352331747064047,0.75138,2.707721073783465,0.0,0.0042254593590885245
2024-04-07 01:00:00,0.05108,0.05304472483932682,2024-04-07,1,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.93993,2.9364151284387137,0.73858,2.6732623457798796,0.0,0.015221782266805166
2024-04-07 02:00:00,0.0572,0.05978233037482435,2024-04-07,2,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9418,2.938449802267477,0.7066299999999999,2.619914720125957,0.0,0.020719942302313006
2024-04-07 03:00:00,0.04542,0.04720755999485878,2024-04-07,3,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9429000000000003,2.9396319909694966,0.7512599999999999,2.6789140077218763,0.0,0.023469019483366046
2024-04-07 04:00:00,0.05061,0.05282413645549153,2024-04-07,4,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.94315,2.9399233571355348,0.84573,2.8104141955737347,0.0,0.02484355240049076
2024-04-07 05:00:00,0.05158,0.053886581978779366,2024-04-07,5,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.946,2.9427915848054735,0.8579100000000001,2.82660949685173,0.11060286778319148,0.1328776378934445
2024-04-07 06:00:00,0.04686,0.048825736204812814,2024-04-07,6,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.94573,2.942532232374648,0.84591,2.8091346341816648,0.5109660314625157,0.5217981167894877
2024-04-07 07:00:00,0.022940000000000002,0.023132009082761855,2024-04-07,7,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9421,2.93891071833427,0.87693,2.8527299476516905,1.1155708298929636,1.1087757139133827
2024-04-07 08:00:00,0.01143,0.010768609995888223,2024-04-07,8,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.84628,2.8431797703975747,0.8249299999999999,2.7790936603226157,1.6728969208494888,1.6497804719556126
2024-04-07 09:00:00,0.012039999999999999,0.011425242858192096,2024-04-07,9,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.8416799999999998,2.8385852713906154,0.7757799999999999,2.709550501331975,2.3665368295556366,2.3230430303650387
2024-04-07 10:00:00,0.00968,0.008890378496572447,2024-04-07,10,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.83825,2.835159119489713,0.7948,2.7364072280982072,2.674838437653354,2.6222895416648915
2024-04-07 11:00:00,0.01811,0.017947594365006023,2024-04-07,11,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.8325,2.829414839737369,0.7377300000000001,2.6557182024778836,2.632105555469283,2.58082444297307
2024-04-07 12:00:00,0.0188,0.018689071748230316,2024-04-07,12,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.83085,2.827766908466143,0.6111599999999999,2.4767926920056427,2.594491991985982,2.544321617819018
2024-04-07 13:00:00,0.02048,0.020494097918023837,2024-04-07,13,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.831,2.8279176904430186,0.60954,2.4745100646387295,2.473756471603589,2.4271392415668447
2024-04-07 14:00:00,0.02128,0.02135365743784615,2024-04-07,14,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.8314299999999997,2.82834901529517,0.6388799999999999,2.516006892742701,2.063422250532915,2.0288784443022503
2024-04-07 15:00:00,0.02092,0.02096696202532898,2024-04-07,15,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9098800000000002,2.906731620390254,0.83951,2.799668431312676,1.3493969055598565,1.3358584677243206
2024-04-07 16:00:00,0.01315,0.012619269832101652,2024-04-07,16,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.91235,2.909206091015743,2.98098,5.827007386540464,0.6543603688074978,0.6612524601640721
2024-04-07 17:00:00,0.01604,0.015724413244263973,2024-04-07,17,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9118000000000004,2.908669968839558,4.224360000000001,7.584870541897545,0.2095711259683682,0.2294955652588771
2024-04-07 18:00:00,0.02456,0.02487845209472153,2024-04-07,18,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.91628,2.913172683891161,4.96488,8.632058653798873,0.0035990684177481056,0.02946326486502443
2024-04-07 19:00:00,0.02678,0.02726444021384403,2024-04-07,19,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9196999999999997,2.9166431070886363,4.25606,7.630781615028943,0.0,0.025722316649061775
2024-04-07 20:00:00,0.01366,0.013170569265403977,2024-04-07,20,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9237800000000003,2.9208264410110445,3.77288,6.9492090284500065,0.0,0.025226588208370652
2024-04-07 21:00:00,0.017839999999999998,0.01766500268305509,2024-04-07,21,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9261,2.9233583753962478,2.36918,4.967826626779834,0.0,0.024235099866253478
2024-04-07 22:00:00,0.032479999999999995,0.03340087979686495,2024-04-07,22,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.92868,2.926364101744488,1.4497999999999998,3.6740249889580463,0.0,0.02225210745165171
2024-04-07 23:00:00,0.03403,0.035080498773787924,2024-04-07,23,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.93223,2.9307670063712443,1.25316,3.4077730639458754,0.0,0.018286114757264476
2024-04-08 00:00:00,0.02656,0.027083701013036622,2024-04-08,0,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.93353,2.93377804691936,1.02846,3.1135790928137457,0.0,0.010354125435898143
2024-04-08 01:00:00,0.01116,0.010552837089085184,2024-04-08,1,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.93448,2.9355832963508783,1.19381,3.3590473744893856,0.0,0.00638813161478524
2024-04-08 02:00:00,0.01311,0.012655025090510853,2024-04-08,2,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.93335,2.9348823682206904,1.22253,3.4055090797891054,0.0,0.004405136383369321
2024-04-08 03:00:00,0.01772,0.017611434926397832,2024-04-08,3,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.93438,2.936125464508131,2.61633,5.378758768005848,0.0,0.003413642125942429
2024-04-08 04:00:00,0.01247,0.011972813828229708,2024-04-08,4,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.93513,2.93698179867195,5.044500000000001,8.812760180895816,0.0,0.002917901713791109
2024-04-08 05:00:00,0.01148,0.01091008928805369,2024-04-08,5,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9347800000000004,2.936685615645651,4.9566,8.689234941706612,0.1590201708093111,0.1570088215493969
2024-04-08 06:00:00,0.02293,0.023212013398684946,2024-04-08,6,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9364,2.938330897030374,5.055429999999999,8.829310713038065,0.6951679287633049,0.6772490261856643
2024-04-08 07:00:00,0.0254,0.025865916586504608,2024-04-08,7,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.93615,2.9380944776690345,3.69781,6.9103210291621195,1.4514492244527153,1.4112042626738142
2024-04-08 08:00:00,0.01634,0.016132279798322956,2024-04-08,8,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9310300000000002,2.932985741038564,2.9135299999999997,5.801731316950052,1.990081643439935,1.9339490428880584
2024-04-08 09:00:00,0.02128,0.021439689567872754,2024-04-08,9,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.92373,2.9256955834924563,1.4324399999999997,3.708064779212906,2.517893645373114,2.4462075837189605
2024-04-08 10:00:00,0.02159,0.02177275417390502,2024-04-08,10,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.91698,2.918953171702705,0.99811,3.0941095153731455,2.809860282133507,2.7295718428382916
2024-04-08 11:00:00,0.03465,0.035803939049235005,2024-04-08,11,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.91083,2.912809210534511,0.8800599999999998,2.9272500214058104,2.6952333571835236,2.6183166927451955
2024-04-08 12:00:00,0.04014,0.04170214260917031,2024-04-08,12,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9089,2.9108806807289476,1.24864,3.448308105247902,2.6089120520351234,2.534536956234751
2024-04-08 13:00:00,0.0361,0.03736158039996566,2024-04-08,13,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.90503,2.9070130031062704,1.84613,4.292973877853772,2.5010627331442508,2.4298662299431517
2024-04-08 14:00:00,0.0264,0.0269399798008804,2024-04-08,14,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.90098,2.902964006083896,2.35763,5.016112779556685,2.0787209670082523,2.0199664676623517
2024-04-08 15:00:00,0.01982,0.019870132301002468,2024-04-08,15,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9008499999999997,2.902828666597487,4.01064,7.352989949466014,1.391594065691947,1.3530859911952096
2024-04-08 16:00:00,0.01841,0.018354222011822647,2024-04-08,16,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.89923,2.9011991359220572,4.88148,8.584297868691195,0.7255774221283761,0.7067127694083667
2024-04-08 17:00:00,0.01812,0.018040543639596996,2024-04-08,17,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.90068,2.9026258051524776,5.25548,9.113518656504574,0.22193296487778075,0.2179684016630513
2024-04-08 18:00:00,0.01482,0.014490914397501553,2024-04-08,18,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.90335,2.905249331471202,5.22989,9.078389346358872,0.003973670865942192,0.006572305755058766
2024-04-08 19:00:00,0.013560000000000001,0.013128763610477212,2024-04-08,19,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9088000000000003,2.9106062750948216,4.48313,8.024837309835497,0.0,0.003009051718505592
2024-04-08 20:00:00,0.01611,0.01585149132835102,2024-04-08,20,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.91233,2.913956804946514,4.05678,7.426317504805948,0.0,0.003595946308014829
2024-04-08 21:00:00,0.019960000000000002,0.019953990762960328,2024-04-08,21,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.91678,2.9180502163366766,2.86248,5.746381594561466,0.0,0.0047697468338358355
2024-04-08 22:00:00,0.01884,0.01868309235737446,2024-04-08,22,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.92068,2.921241547731635,2.30485,4.974825264714618,0.0,0.007117353558879122
2024-04-08 23:00:00,0.02076,0.020610652971057575,2024-04-08,23,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.92333,2.9224788550437015,1.31668,3.6113709295608114,0.0,0.011812569845666327
2024-04-09 00:00:00,0.04839,0.05002491202539047,2024-04-09,0,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9286999999999996,2.925023406223916,1.07998,3.343670865423994,0.0,0.021203003837591074
2024-04-09 01:00:00,0.057,0.0591399730360731,2024-04-09,1,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.92665,2.921564952907325,1.06391,3.354406972391089,0.0,0.025898220563312827
2024-04-09 02:00:00,0.038590000000000006,0.03929330803749303,2024-04-09,2,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.92273,2.916943337996945,1.1976,3.5601218153202883,0.0,0.028245828385692447
2024-04-09 03:00:00,0.03387,0.03418850192797544,2024-04-09,3,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9244,2.9182592575003357,1.6799299999999997,4.250321552696141,0.0,0.029419631215919766
2024-04-09 04:00:00,0.05535,0.05724895575378411,2024-04-09,4,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.92733,2.9210103298331966,3.3144299999999998,6.565082513949731,0.0,0.030006530469108412
2024-04-09 05:00:00,0.06814,0.07098163206133662,2024-04-09,5,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.92655,2.9201428953251414,4.43465,8.150750468181034,0.1018687366071135,0.12916979903128453
2024-04-09 06:00:00,0.06427,0.06681961911125603,2024-04-09,6,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.93575,2.9292905370146602,3.9611300000000003,7.482412812009649,0.3722757129095525,0.3917629793953984
2024-04-09 07:00:00,0.052649999999999995,0.05433339633809112,2024-04-09,7,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9473499999999997,2.9408580617150593,2.71171,5.716715713837459,0.4817057367195466,0.4980448328590769
2024-04-09 08:00:00,0.045649999999999996,0.0468118038385539,2024-04-09,8,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9462800000000002,2.9397780558457973,2.1957,4.987526932945914,0.5477262390398604,0.5621583931263008
2024-04-09 09:00:00,0.03979,0.04051553265823694,2024-04-09,9,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.94825,2.9417408640043403,2.3458799999999997,5.199951622891594,0.49420086409928654,0.5102269999436622
2024-04-09 10:00:00,0.040100000000000004,0.040848390760723455,2024-04-09,10,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9539299999999997,2.9474131743898373,1.78876,4.412444886458862,0.6138750591402444,0.6263870926757528
2024-04-09 11:00:00,0.03134,0.03143696159300373,2024-04-09,11,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.95293,2.9464130752298368,1.44268,3.923228008660989,0.7258985190845578,0.7351169106152691
2024-04-09 12:00:00,0.02178,0.02116624488715166,2024-04-09,12,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.95433,2.947811876092231,1.4203299999999999,3.8916092668387456,0.6989091638932752,0.7089236495977218
2024-04-09 13:00:00,0.01918,0.01837341648168857,2024-04-09,13,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9531300000000003,2.9466141186250243,1.6820300000000001,4.261483745348526,0.6179593890709223,0.6303566253061101
2024-04-09 14:00:00,0.01671,0.015720825006522162,2024-04-09,14,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.94975,2.943240004087394,1.96101,4.655700821788298,0.5160406820823624,0.5314359241414464
2024-04-09 15:00:00,0.018850000000000002,0.018022169373520722,2024-04-09,15,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9569,2.950389486873328,1.98856,4.694324959310409,0.382649905878913,0.40196642156565915
2024-04-09 16:00:00,0.02368,0.023215771109690093,2024-04-09,16,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.95705,2.950551344407499,3.15111,6.3370955536279805,0.27710120466766414,0.2995133044595804
2024-04-09 17:00:00,0.01808,0.017208174411333876,2024-04-09,17,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.95405,2.947578100528317,5.19693,9.227836413042288,0.1295478729158256,0.15628025233446338
2024-04-09 18:00:00,0.01502,0.013938313321548691,2024-04-09,18,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9542800000000002,2.9478560257894464,4.398440000000001,8.096479191739672,0.006464060754643209,0.0367727118984532
2024-04-09 19:00:00,0.01139,0.010073760961910283,2024-04-09,19,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.95695,2.950619899102367,2.51191,5.424447580561239,0.0,0.03040450856982482
2024-04-09 20:00:00,0.010960000000000001,0.009682568382203409,2024-04-09,20,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.95768,2.951541811869863,1.5491899999999998,4.053167228825211,0.0,0.03021560563590024
2024-04-09 21:00:00,0.01383,0.012907564194512895,2024-04-09,21,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9581,2.95234657948634,1.28031,3.6523705967028435,0.0,0.0298377863349272
2024-04-09 22:00:00,0.02071,0.020582331848151433,2024-04-09,22,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9565300000000003,2.9515482904792942,1.4190399999999999,3.807084355505555,0.0,0.029082141016419257
2024-04-09 23:00:00,0.02659,0.027465872879848172,2024-04-09,23,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.89485,2.891464514672508,1.2262600000000001,3.4517661219424456,0.0,0.027570847021122405
2024-04-10 00:00:00,0.02298,0.024719968506548496,2024-04-10,0,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.53393,2.533951235048348,1.2474299999999998,3.3160956807069706,0.0,0.024548257351388218
2024-04-10 01:00:00,0.02533,0.02781100191377081,2024-04-10,1,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.52968,2.5312456593309878,1.23063,3.209548181925175,0.0,0.02303696190885258
2024-04-10 02:00:00,0.014410000000000001,0.01636207671290272,2024-04-10,2,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.55773,2.5600406542950984,1.2702900000000001,3.224213526963616,0.0,0.022281312972247638
2024-04-10 03:00:00,0.01341,0.015429280908371968,2024-04-10,3,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.5623299999999998,2.5650216522302345,1.7193399999999999,3.8383047935472874,0.0,0.021903486073270906
2024-04-10 04:00:00,0.01242,0.01443644413048738,2024-04-10,4,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.5591999999999997,2.5620870476952695,4.27428,7.4396967487199674,7.959526921283769e-06,0.0217222929688727
2024-04-10 05:00:00,0.01072,0.0126454159174936,2024-04-10,5,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.5610500000000003,2.564031662831506,5.59543,9.302140119705204,0.0788007624986742,0.09810104603693431
2024-04-10 06:00:00,0.009130000000000001,0.010954871325550614,2024-04-10,6,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.56253,2.5655584650553904,5.77305,9.550641766733133,0.4617203745769394,0.4697006352341171
2024-04-10 07:00:00,0.012960000000000001,0.015078534967681034,2024-04-10,7,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.56193,2.564983065300122,4.64101,7.949061488090582,0.9769455496832907,0.9697344325464505
2024-04-10 08:00:00,0.01468,0.016930863430642224,2024-04-10,8,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.5863,2.589343094867073,2.7644399999999996,5.295637575403476,1.5464548744520994,1.522466063781708
2024-04-10 09:00:00,0.01476,0.017019018686372164,2024-04-10,9,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.6394,2.6424011676189445,1.9999500000000001,4.214607607325551,1.6624190137707369,1.6350102243339117
2024-04-10 10:00:00,0.01201,0.01406560969802448,2024-04-10,10,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.69233,2.6952863340495625,1.72881,3.8311541302138536,2.0521251372109397,2.0132404241130337
2024-04-10 11:00:00,0.01112,0.013109954289697119,2024-04-10,11,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.74405,2.7469609860002526,1.53246,3.553507037547415,2.26558320822607,2.2204121982474785
2024-04-10 12:00:00,0.01466,0.01691343453292128,2024-04-10,12,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.80005,2.802910822531687,1.2567599999999999,3.1637289376692648,2.4365963439233798,2.386388481619407
2024-04-10 13:00:00,0.015560000000000001,0.0178804059996763,2024-04-10,13,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.85413,2.8569416092104274,1.35453,3.3019200599645413,1.8919605952676943,1.8577825750380574
2024-04-10 14:00:00,0.01422,0.016440636184936776,2024-04-10,14,4,ENTSO-E,SFOE,Solar,Photovoltaik,Solar,atomic,2.9061999999999997,2.908963209763912,1.55436,3.584397102220379,1.5014377273522328,1.4787494864933988
