DateTime,river_gwh,river_scaled_gwh,date,hour,month,variable,indicator_source,indicator_type,target_source,target_type,kind
2024-04-01 16:00:00,0.24253,2.293386120610322,2024-04-01,16,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-01 17:00:00,0.2522,2.3848265353478877,2024-04-01,17,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-01 18:00:00,0.23575,2.2292738132762273,2024-04-01,18,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-01 19:00:00,0.25788,2.4385371409021146,2024-04-01,19,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-01 20:00:00,0.25298,2.3922022875190665,2024-04-01,20,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-01 21:00:00,0.25405,2.40232030652312,2024-04-01,21,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-01 22:00:00,0.24903,2.354850722036814,2024-04-01,22,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-01 23:00:00,0.23448,2.2172645757667433,2024-04-01,23,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-02 00:00:00,0.23733,2.0136183687092886,2024-04-02,0,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-02 01:00:00,0.23937999999999998,2.031011524466479,2024-04-02,1,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-02 02:00:00,0.2392,2.0294843205463358,2024-04-02,2,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-02 03:00:00,0.24184999999999998,2.0519681560373377,2024-04-02,3,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-02 04:00:00,0.30663,2.6015918779645606,2024-04-02,4,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-02 05:00:00,0.30898000000000003,2.6215303735886573,2024-04-02,5,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-02 06:00:00,0.2849,2.4172244269383403,2024-04-02,6,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-02 07:00:00,0.26173,2.2206393445509716,2024-04-02,7,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-02 08:00:00,0.25253,2.1425822552991893,2024-04-02,8,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-02 09:00:00,0.2538,2.153357527402425,2024-04-02,9,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-02 10:00:00,0.24130000000000001,2.0473016996146773,2024-04-02,10,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-02 11:00:00,0.2557,2.169478013226162,2024-04-02,11,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-02 12:00:00,0.25428,2.157430071189474,2024-04-02,12,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-02 13:00:00,0.24838,2.1073717204736573,2024-04-02,13,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-02 14:00:00,0.28332999999999997,2.403903814968199,2024-04-02,14,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-02 15:00:00,0.26473,2.2460927432200313,2024-04-02,15,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-02 16:00:00,0.25723,2.1824592465473827,2024-04-02,16,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-02 17:00:00,0.27758,2.3551181341858354,2024-04-02,17,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-02 18:00:00,0.29063,2.465840418396244,2024-04-02,18,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-02 19:00:00,0.28418,2.411115611257766,2024-04-02,19,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-02 20:00:00,0.25218,2.1396126921211325,2024-04-02,20,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-02 21:00:00,0.25803,2.189246819525798,2024-04-02,21,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-02 22:00:00,0.22363,1.8973811814539172,2024-04-02,22,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-02 23:00:00,0.2292,1.9446396583161374,2024-04-02,23,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-03 00:00:00,0.23583,1.7331198016710352,2024-04-03,0,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-03 01:00:00,0.23645,1.737676195162262,2024-04-03,1,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-03 02:00:00,0.21065,1.5480714337531423,2024-04-03,2,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-03 03:00:00,0.25078,1.842987676983684,2024-04-03,3,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-03 04:00:00,0.2766,2.0327394188280046,2024-04-03,4,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-03 05:00:00,0.31865,2.3417657838378294,2024-04-03,5,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-03 06:00:00,0.31188,2.2920129065223356,2024-04-03,6,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-03 07:00:00,0.24455000000000002,1.7972032714186137,2024-04-03,7,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-03 08:00:00,0.22933,1.685351160230753,2024-04-03,8,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-03 09:00:00,0.22653,1.6647738993026315,2024-04-03,9,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-03 10:00:00,0.22143000000000002,1.6272938883264103,2024-04-03,10,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-03 11:00:00,0.23328,1.7143797961829244,2024-04-03,11,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-03 12:00:00,0.22783,1.674327627590688,2024-04-03,12,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-03 13:00:00,0.22775,1.6737397058498844,2024-04-03,13,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-03 14:00:00,0.23888,1.7555343180391676,2024-04-03,14,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-03 15:00:00,0.36355,2.671736860863778,2024-04-03,15,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-03 16:00:00,0.36193000000000003,2.6598314456125083,2024-04-03,16,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-03 17:00:00,0.36238,2.663138505404527,2024-04-03,17,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-03 18:00:00,0.36613,2.69069733700469,2024-04-03,18,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-03 19:00:00,0.31573,2.3203066402985026,2024-04-03,19,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-03 20:00:00,0.23253000000000001,1.708868029862892,2024-04-03,20,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-03 21:00:00,0.22903,1.68314645370274,2024-04-03,21,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-03 22:00:00,0.22013,1.6177401600383536,2024-04-03,22,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-03 23:00:00,0.19915,1.4635576835126431,2024-04-03,23,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-04 00:00:00,0.2385,1.5876506726806128,2024-04-04,0,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-04 01:00:00,0.21180000000000002,1.409913679135236,2024-04-04,1,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-04 02:00:00,0.21993000000000001,1.4640335951473678,2024-04-04,2,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-04 03:00:00,0.22925,1.5260751224823081,2024-04-04,3,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-04 04:00:00,0.35125,2.3382067034761644,2024-04-04,4,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-04 05:00:00,0.36455,2.42674235943697,2024-04-04,5,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-04 06:00:00,0.37348000000000003,2.4861877284392255,2024-04-04,6,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-04 07:00:00,0.28538,1.8997222179018587,2024-04-04,7,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-04 08:00:00,0.23458,1.561555953029007,2024-04-04,8,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-04 09:00:00,0.22938,1.5269405085932033,2024-04-04,9,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-04 10:00:00,0.21665,1.4421992378878608,2024-04-04,10,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-04 11:00:00,0.22275,1.4828058169375535,2024-04-04,11,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-04 12:00:00,0.23115,1.5387230733338517,2024-04-04,12,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-04 13:00:00,0.20188,1.3438780620577029,2024-04-04,13,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-04 14:00:00,0.20395,1.3576576716696476,2024-04-04,14,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-04 15:00:00,0.31915,2.124522902247453,2024-04-04,15,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-04 16:00:00,0.39543,2.632304844855743,2024-04-04,16,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-04 17:00:00,0.39089999999999997,2.6021494672991676,2024-04-04,17,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-04 18:00:00,0.35485,2.362171241931721,2024-04-04,18,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-04 19:00:00,0.25048,1.6673993312077142,2024-04-04,19,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-04 20:00:00,0.2351,1.5650174974725872,2024-04-04,20,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-04 21:00:00,0.23003,1.5312674391476788,2024-04-04,21,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-04 22:00:00,0.22258,1.4816741581771522,2024-04-04,22,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-04 23:00:00,0.2165,1.4412007154522124,2024-04-04,23,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-05 00:00:00,0.22288,1.4662367214882719,2024-04-05,0,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-05 01:00:00,0.2347,1.5439956861687787,2024-04-05,1,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-05 02:00:00,0.24559999999999998,1.6157023456457267,2024-04-05,2,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-05 03:00:00,0.26335000000000003,1.7324723645187385,2024-04-05,3,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-05 04:00:00,0.28155,1.8522027500674039,2024-04-05,4,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-05 05:00:00,0.3477,2.2873766513885148,2024-04-05,5,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-05 06:00:00,0.31627999999999995,2.0806772715017523,2024-04-05,6,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-05 07:00:00,0.30343000000000003,1.996142356430305,2024-04-05,7,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-05 08:00:00,0.25535,1.6798436236182261,2024-04-05,8,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-05 09:00:00,0.2289,1.5058398490159073,2024-04-05,9,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-05 10:00:00,0.22995,1.5127473712590995,2024-04-05,10,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-05 11:00:00,0.2284,1.5025505527096252,2024-04-05,11,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-05 12:00:00,0.22655,1.4903801563763819,2024-04-05,12,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-05 13:00:00,0.24558000000000002,1.6155707737934755,2024-04-05,13,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-05 14:00:00,0.25208,1.6583316257751417,2024-04-05,14,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-05 15:00:00,0.2513,1.6532003235373418,2024-04-05,15,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-05 16:00:00,0.35314999999999996,2.323229981126988,2024-04-05,16,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-05 17:00:00,0.33393,2.196789431113508,2024-04-05,17,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-05 18:00:00,0.35998,2.368161768670801,2024-04-05,18,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-05 19:00:00,0.3305,2.1742248584524133,2024-04-05,19,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-05 20:00:00,0.2533,1.6663575087624698,2024-04-05,20,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-05 21:00:00,0.24828,1.6333329738473983,2024-04-05,21,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-05 22:00:00,0.24568,1.616228633054732,2024-04-05,22,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-05 23:00:00,0.23233,1.528404421677002,2024-04-05,23,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-06 00:00:00,0.2329,1.8013847291362137,2024-04-06,0,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-06 01:00:00,0.24725,1.9123760166549113,2024-04-06,1,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-06 02:00:00,0.24368,1.8847635500039184,2024-04-06,2,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-06 03:00:00,0.27103,2.09630443597161,2024-04-06,3,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-06 04:00:00,0.26380000000000003,2.0403833900649775,2024-04-06,4,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-06 05:00:00,0.2522,1.9506622099104898,2024-04-06,5,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-06 06:00:00,0.24538,1.8979123436472483,2024-04-06,6,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-06 07:00:00,0.24584999999999999,1.901547598360404,2024-04-06,7,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-06 08:00:00,0.24368,1.8847635500039184,2024-04-06,8,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-06 09:00:00,0.22735,1.7584577851829892,2024-04-06,9,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-06 10:00:00,0.22628,1.7501817797721875,2024-04-06,10,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-06 11:00:00,0.22319999999999998,1.7263592595242716,2024-04-06,11,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-06 12:00:00,0.19028,1.4717367379134338,2024-04-06,12,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-06 13:00:00,0.2068,1.5995120737886175,2024-04-06,13,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-06 14:00:00,0.237,1.8330965255701273,2024-04-06,14,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-06 15:00:00,0.24808000000000002,1.918795721786655,2024-04-06,15,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-06 16:00:00,0.26698,2.0649793687625,2024-04-06,16,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-06 17:00:00,0.27368000000000003,2.116801084886213,2024-04-06,17,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-06 18:00:00,0.26377999999999996,2.0402286983750555,2024-04-06,18,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-06 19:00:00,0.25808,1.9961415667474194,2024-04-06,19,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-06 20:00:00,0.2585,1.999390092235772,2024-04-06,20,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-06 21:00:00,0.25363,1.9617226657398794,2024-04-06,21,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-06 22:00:00,0.24325,1.8814376786706053,2024-04-06,22,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-06 23:00:00,0.24708000000000002,1.9110611372905784,2024-04-06,23,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-07 00:00:00,0.25023,2.00456885340208,2024-04-07,0,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-07 01:00:00,0.25165,2.015944339042614,2024-04-07,1,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-07 02:00:00,0.22958,1.8391436572914899,2024-04-07,2,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-07 03:00:00,0.22513,1.803495128347561,2024-04-07,3,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-07 04:00:00,0.26489999999999997,2.122088835336334,2024-04-07,4,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-07 05:00:00,0.25958,2.079470818711233,2024-04-07,5,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-07 06:00:00,0.24868,1.99215195006206,2024-04-07,6,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-07 07:00:00,0.24565,1.9678789067586657,2024-04-07,7,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-07 08:00:00,0.24772999999999998,1.9845415899504344,2024-04-07,8,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-07 09:00:00,0.24733000000000002,1.9813372277981716,2024-04-07,9,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-07 10:00:00,0.2389,1.9138052954392235,2024-04-07,10,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-07 11:00:00,0.232,1.8585300483126825,2024-04-07,11,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-07 12:00:00,0.23745,1.9021894826372692,2024-04-07,12,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-07 13:00:00,0.25263,2.0237950263156597,2024-04-07,13,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-07 14:00:00,0.25538,2.0458250161124694,2024-04-07,14,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-07 15:00:00,0.26738,2.1419558806803667,2024-04-07,15,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-07 16:00:00,0.26830000000000004,2.1493259136305722,2024-04-07,16,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-07 17:00:00,0.2769,2.218219699904232,2024-04-07,17,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-07 18:00:00,0.26815,2.1481242778234733,2024-04-07,18,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-07 19:00:00,0.27595,2.2106093397926063,2024-04-07,19,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-07 20:00:00,0.23645,1.894178577256611,2024-04-07,20,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-07 21:00:00,0.25805,2.0672141334788265,2024-04-07,21,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-07 22:00:00,0.26244999999999996,2.102462117153722,2024-04-07,22,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-07 23:00:00,0.26627999999999996,2.133143884761642,2024-04-07,23,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-08 00:00:00,0.26553,2.223395644349774,2024-04-08,0,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-08 01:00:00,0.24708000000000002,2.0689059458665393,2024-04-08,1,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-08 02:00:00,0.23248,1.9466539351426786,2024-04-08,2,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-08 03:00:00,0.26189999999999997,2.1930001101766496,2024-04-08,3,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-08 04:00:00,0.2799,2.343721767233464,2024-04-08,4,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-08 05:00:00,0.28155,2.357537919130339,2024-04-08,5,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-08 06:00:00,0.35735,2.9922435638473686,2024-04-08,6,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-08 07:00:00,0.34263,2.868986742076462,2024-04-08,7,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-08 08:00:00,0.26748,2.2397238238642623,2024-04-08,8,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-08 09:00:00,0.24663,2.065137904440119,2024-04-08,9,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-08 10:00:00,0.22938,1.9206963164273383,2024-04-08,10,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-08 11:00:00,0.24947999999999998,2.0890021668074477,2024-04-08,11,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-08 12:00:00,0.24398,2.042948327151199,2024-04-08,12,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-08 13:00:00,0.26435000000000003,2.213515002387161,2024-04-08,13,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-08 14:00:00,0.26958,2.2573080171875572,2024-04-08,14,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-08 15:00:00,0.29173000000000004,2.44277938962136,2024-04-08,15,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-08 16:00:00,0.36205000000000004,3.0315986631899814,2024-04-08,16,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-08 17:00:00,0.37603,3.1486591501707735,2024-04-08,17,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-08 18:00:00,0.33123,2.7735296926071467,2024-04-08,18,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-08 19:00:00,0.31465,2.6346982996070363,2024-04-08,19,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-08 20:00:00,0.28735000000000005,2.4061037864042016,2024-04-08,20,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-08 21:00:00,0.26598,2.2271636857761945,2024-04-08,21,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
2024-04-08 22:00:00,0.2718,2.2758970215578977,2024-04-08,22,4,River,ENTSO-E,Hydro Run-of-river and poundage,SFOE,Flusskraft,atomic
