DateTime,Water_ENTSOE,Water_Benchmarked,Nuclear_ENTSOE,Nuclear_Benchmarked,Solar_ENTSOE,Solar_Benchmarked,Wind_ENTSOE,Wind_Benchmarked,Thermische,Source_Hourly,Hourly_Columns,Source_Daily,Daily_Columns,Variable,Sum_ENTSOE,Sum_SFOE
2024-05-05 09:00:00,791.96,2706.0116926010487,1356.2,1349.860454755664,2018.669602265283,1990.4419230473218,20.77,22.95850129664291,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4187.599602265283,6452.605904700678
2024-05-05 10:00:00,673.7900000000001,2539.0020077321324,1356.5,1350.1621357423796,2798.040306104171,2746.864710868535,17.63,19.58622400280812,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4845.96030610417,7038.948411345856
2024-05-05 11:00:00,629.71,2476.7058400534133,1351.7,1345.3673792307288,3384.6443360791027,3316.1984287036053,20.04,22.176068682136446,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5386.0943360791025,7543.781049669884
2024-05-05 12:00:00,638.76,2489.5018269432535,1350.7,1344.3686147280566,3417.3649039909433,3347.956564929592,22.7,25.034214858074733,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5429.524903990944,7590.194554458978
2024-05-05 13:00:00,627.5600000000001,2473.6590577110087,1349.7,1343.3694364769694,3127.0644545448695,3066.2056201181745,20.95,23.154290657924687,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5125.2744545448695,7289.721737964078
2024-05-05 14:00:00,655.4899999999999,2513.11387433999,1348.4,1342.0700749583505,2311.8369644696095,2274.985157051978,15.970000000000002,17.804153579970478,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4331.69696446961,6531.30659293029
2024-05-05 15:00:00,952.96,2933.5669943754433,1346.3,1339.9707141177116,1634.816110605368,1617.9106368149774,16.46,18.33087683980406,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3950.5361106053683,6293.112555147937
2024-05-05 16:00:00,2229.08,4737.408313371528,1346.2,1339.8682009584686,992.5461281684796,994.5796881364082,16.87,18.77187823644609,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4584.69612816848,7473.961413702851
2024-05-05 17:00:00,4142.41,7441.907164200477,1345.7,1339.3633985254733,369.05514962200243,389.50626432662096,27.41,30.096677972637917,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5884.575149622002,9584.206838025208
2024-05-05 18:00:00,5759.14,9726.879366658672,1349.6,1343.2493506645292,67.62039301025536,97.07070966789006,21.82,24.092954779606604,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,7198.180393010255,11574.625714770695
2024-05-05 19:00:00,5099.66,8793.643811817376,1347.7,1341.3299923546765,0,31.691550209763115,8.79,10.097926421982665,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,6456.15,10560.096613803797
2024-05-05 20:00:00,4770.16,8325.903671087504,1350,1343.5857678929099,0,32.19267755647952,5.85,6.947179568908816,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,6126.01,10091.962629105801
2024-05-05 21:00:00,4148.11,7442.656986097221,1351.2,1344.70038274105,0,33.1949388625572,8.94,10.282736044577913,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5508.249999999999,9214.168376745407
2024-05-05 22:00:00,2497.9300000000003,5102.116408250693,1352.8,1346.1303325520923,0,35.199464781035026,9.21,10.604352322861555,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3859.9400000000005,6877.383890906683
2024-05-05 23:00:00,2081.9799999999996,4498.5259297791845,1354.5,1347.4915843962046,0,39.20851827115178,19.08,21.271407718494128,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3455.56,6289.830773165036
2024-05-06 00:00:00,1788.94,4053.094035131682,1353.6,1345.9179661813494,0,47.22662607796604,38.83,42.616261933981924,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3181.37,5872.1882223249795
2024-05-06 01:00:00,1727.59,3950.7770211615416,1353.3,1345.2810218286688,0,51.23568052795446,39.43,43.32395573974881,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3120.32,5773.951012257913
2024-05-06 02:00:00,1894.2100000000003,4178.520797942598,1354,1345.8117830794988,0,53.24020884611121,31.1,34.406034537813625,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3279.31,5995.3121574060215
2024-05-06 03:00:00,3494.5,6436.842279379969,1353,1344.7283815612302,0,54.24247519151473,26.32,29.286339291534222,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4873.820000000001,8248.43280842425
2024-05-06 04:00:00,4939.26,8477.250624756156,1352,1343.6871321854348,56.87935042111282,109.94849217829902,24.85,27.71490662909564,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,6372.989350421113,10341.934488748984
2024-05-06 05:00:00,5358.5599999999995,9069.011615845986,1351,1342.6669592802843,221.63371393965656,270.10323013681193,19.47,21.938764698422425,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,6950.663713939656,11087.053902961505
2024-05-06 06:00:00,5029.91,8603.934731374395,1349.9,1341.5574156060595,487.12518487543934,527.9042049238913,21.37,23.982025514823054,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,6888.305184875439,10880.711710419168
2024-05-06 07:00:00,3160.11,5960.4844867045595,1352.5,1344.1498057654521,912.9011537309898,941.2084447654191,24.11,26.926763850549193,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5449.62115373099,8656.10283408598
2024-05-06 08:00:00,1800.2600000000002,4038.037200343487,1351.7,1343.347901368191,931.9329483609939,959.7113764814452,31.97,35.37175034851271,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4115.862948360994,6759.801561541637
2024-05-06 09:00:00,1909.8300000000004,4192.868424224187,1353.7,1345.344797227763,794.1121062494855,825.9636885466825,38.73,42.634675861906615,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4096.372106249486,6790.144918860539
2024-05-06 10:00:00,1820.98,4067.2380872560916,1353.3,1344.944533474692,717.8894329388236,751.993137540203,38.31,42.18351244159918,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3930.4794329388237,6589.692603712586
2024-05-06 11:00:00,1901.21,4180.640870593068,1353.3,1344.9442723288598,757.4747347763578,790.4177491853993,31.48,34.84555585013349,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4043.464734776357,6734.181780957461
2024-05-06 12:00:00,1793.1499999999999,4027.881144398897,1354.6,1346.2430714462753,829.5309250244874,860.3561276012545,28.73,31.890869891623264,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4006.0109250244873,6649.70454633805
2024-05-06 13:00:00,1872.71,4140.355453304417,1354.5,1346.143351977981,902.9918808182105,931.6584304336059,30.05,33.308619495212554,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4160.251880818211,6834.799188211216
2024-05-06 14:00:00,2561.0400000000004,5113.417313615663,1354.7,1346.3436757460718,863.8714936045212,893.6961676612907,26.8,29.816087119756574,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4806.411493604522,7766.606577142782
2024-05-06 15:00:00,4379.210000000001,7683.676004581409,1357.1,1348.7425810924444,688.2863237480002,723.2922338928903,13.91,15.965819951567518,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,6438.506323748001,10155.009972518312
2024-05-06 16:00:00,5110.86,8718.03568991219,1353.8,1345.4477285978198,494.2178953297436,534.960988044808,7.77,9.365803885155357,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,6966.647895329743,10991.143543439974
2024-05-06 17:00:00,5464.96,9218.75653843472,1353.1,1344.7527174346694,306.7594122132992,353.0689166717515,4.86,6.232566741687915,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,7129.679412213299,11306.144072282828
2024-05-06 18:00:00,5650.93,9481.958202019123,1353.3,1344.9612596780296,78.58105977555891,131.70345847008124,7.04,8.561009155543752,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,7089.851059775559,11350.517262322777
2024-05-06 19:00:00,5154.339999999999,8780.580986104946,1354.2,1345.8778970399394,0,55.62680551427042,10.36,12.10055390263845,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,6518.900000000001,10577.519575561793
2024-05-06 20:00:00,4255.429999999999,7511.089614963977,1356.7,1348.4105423158155,0,56.00890117691262,12.5,14.345001579648505,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5624.63,9313.187393036353
2024-05-06 21:00:00,2486.86,5013.455616934148,1357.9,1349.6792613102195,0,56.77308103220232,10.1,11.657140102581986,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3854.86,6814.898432379152
2024-05-06 22:00:00,2830.73,5504.502747973619,1358.9,1350.817962536423,0,58.301435007784406,12.34,13.84494502534771,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4201.97,7310.800423543175
2024-05-06 23:00:00,2182.1900000000005,4597.590513043115,1358,1350.1979809368215,0,61.35814009144989,7.01,7.6810364511153555,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3547.2000000000007,6400.161003522502
2024-05-07 00:00:00,1952.6299999999997,4292.8451546277165,1358.2,1350.956213922494,0,67.47154882503139,8.91,8.847240766901777,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3319.74,6103.453491142144
2024-05-07 01:00:00,1830.06,4129.460290046933,1358,1351.0356009268114,0,70.52825257955342,5.55,4.799830761944866,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3193.61,5939.157307315242
2024-05-07 02:00:00,1935.9800000000002,4284.13398495554,1358.9,1352.0743923033551,0,72.0566032322768,3.07,1.916633919979754,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3297.9500000000003,6093.514947411152
2024-05-07 03:00:00,2734.61,5415.572871992254,1357.2,1350.4457269070201,0,72.82077610956337,1.88,0.5287536873195919,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4093.6899999999996,7222.701461696158
2024-05-07 04:00:00,3628.54,6680.495278257758,1356.1,1349.3816190698021,21.919955211212844,94.47751138357411,0.95,-0.5250987264709333,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5007.509955211212,8507.162642984666
2024-05-07 05:00:00,4727.5,8234.636638498228,1356.3,1349.5988874132656,98.1142132242563,168.6197179000965,0.86,-0.6491383456664693,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,6182.774213224257,10135.539438465923
2024-05-07 06:00:00,5732.65,9655.856388930677,1356.5,1349.8074288641478,230.09864160070916,296.8141530883298,2.46,1.0561714875471269,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,7321.70864160071,11686.8674753707
2024-05-07 07:00:00,4423.8099999999995,7805.794192594652,1356.1,1349.4121455253921,448.50624060049336,508.839760377795,4.72,3.4773981642305083,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,6233.136240600493,10050.856829662069
2024-05-07 08:00:00,3261.1100000000006,6162.242625995354,1356.5,1349.8139525790443,740.1797440059754,791.95046464175,4.52,3.259104758478853,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5362.309744005976,8690.599480974626
2024-05-07 09:00:00,2905.86,5660.088302509833,1358.5,1351.8132123712126,950.9813361576606,996.55800079215,4.31,3.031774725964238,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5219.651336157661,8394.82462339916
2024-05-07 10:00:00,2189.6800000000003,4647.692319597828,1361,1354.3114489304894,976.2453266902844,1021.08379695465,6.29,5.158153840803058,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4533.215326690284,7411.579052323771
2024-05-07 11:00:00,1941.46,4296.808121922074,1365.3,1358.6077354381207,943.8236911589607,989.6187709398978,8.3,7.317182641032006,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4258.883691158961,7035.685143941125
2024-05-07 12:00:00,2103.0299999999997,4525.208422770987,1363.5,1356.809279924924,933.04531286725,979.1575179150716,11.27,10.507798169161212,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4410.84531286725,7255.016351780145
2024-05-07 13:00:00,2063.08,4468.726593701144,1356.5,1349.8152310921523,846.8761768194757,895.5225171959055,13.12,12.495197791128492,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4279.576176819475,7109.892872780331
2024-05-07 14:00:00,3107.48,5945.104376244679,1354.4,1347.7162977605096,712.2666933544864,764.8694873251729,9.52,8.627294461772681,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5183.666693354487,8449.650788792134
2024-05-07 15:00:00,3782.46,6899.23869447295,1354.3,1347.614681904718,562.3969014923207,619.3985230434731,11.67,10.936878501169918,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5710.82690149232,9260.522110922311
2024-05-07 16:00:00,5020.510000000001,8649.307008002752,1354.2,1347.511334434211,345.61144199434574,408.9683527106812,14.79,14.288336212039212,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,6735.111441994346,10803.408364359684
2024-05-07 17:00:00,5342.38,9104.157396645674,1354.1,1347.4045365153404,146.57721634617837,215.7400406488741,9.54,8.64682047798297,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,6852.597216346178,11059.282127287872
2024-05-07 18:00:00,5675.91,9575.335550533251,1355.2,1348.4897617288464,38.61345654930955,110.84764715790335,9.02,8.085959409685177,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,7078.743456549309,11426.092251829687
2024-05-07 19:00:00,5410.13,9199.000429699292,1355.3,1348.5621030930988,0,73.15694021482955,9.79,8.908842510572484,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,6775.219999999999,11012.961648517792
2024-05-07 20:00:00,4653.16,8127.6836225069,1354.5,1347.7076861918308,0,72.72893913711235,10.89,10.081890718050534,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,6018.549999999999,9941.535471553892
2024-05-07 21:00:00,3519.94,6523.247481705293,1354,1347.097859425831,0,71.872928236376,17.92,17.617170214551262,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4891.860000000001,8343.16877258205
2024-05-07 22:00:00,2865.0099999999998,5592.455287413597,1353.8,1346.6774839201346,0,70.16090206225239,26.42,26.71426172306246,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4245.23,7419.3412681190475
2024-05-07 23:00:00,2612.0299999999997,5224.908966374588,1354.9,1347.3353797572456,0,66.73684752767969,24.77,24.871542128759206,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3991.7,7047.186068788273
2024-05-08 00:00:00,2286.39,4744.722218890634,1357,1348.5512615284017,0,59.88873736537162,19.11,18.650602244013868,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3662.5,6555.146153028421
2024-05-08 01:00:00,2548.93,5105.93083633762,1357.8,1348.909427934408,0,56.464679582651414,19.46,18.956612284181173,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3926.1899999999996,6913.594889138861
2024-05-08 02:00:00,2824.3799999999997,5490.3524522841635,1357.4,1348.289232768627,0,54.752645288159066,14.32,13.399368602267568,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4196.099999999999,7290.127031943218
2024-05-08 03:00:00,4183.86,7409.673755271067,1355.6,1346.380578448167,0,53.89661733464841,14.32,13.381864295681908,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5553.779999999999,9206.666148349565
2024-05-08 04:00:00,4896.290000000001,8415.546094845864,1356.1,1346.824988760638,40.17784226309929,92.46362866362112,13.51,12.502876841186232,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,6306.077842263099,10250.670922111307
2024-05-08 05:00:00,6138.29,10170.655382113395,1355.1,1345.7983218321126,276.96350107645213,322.06449435235265,16.14,15.324080506842721,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,7786.493501076451,12237.175611804703
2024-05-08 06:00:00,5733.78,9598.517942505787,1356.2,1346.8835461300985,723.6006051217178,755.4459334385037,21.48,21.059001174800983,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,7835.060605121717,12105.239756249188
2024-05-08 07:00:00,4053.64,7223.266320216861,1357.5,1348.175483624847,1253.2291889451594,1269.4290520265474,19.26,18.672819080369607,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,6683.629188945159,10242.877007948626
2024-05-08 08:00:00,2549.76,5097.259854253551,1356.1,1346.7733050496397,1807.099617504157,1806.966879665262,18.85,18.231785945580764,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5731.809617504156,8652.565157914032
2024-05-08 09:00:00,1778.53,4006.9908401327652,1355.9,1346.5717720647124,2233.2570904481267,2220.564407045598,18.03,17.35054019540316,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5385.717090448128,7974.81089243848
2024-05-08 10:00:00,1797.78,4034.192261897311,1355.9,1346.5709299486757,2723.7609102935353,2696.6197549380945,17.9,17.210749754515575,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5895.340910293535,8477.927029538594
2024-05-08 11:00:00,1629.91,3796.893206204689,1354,1344.67225177602,2840.421346365582,2809.838792537249,17.13,16.38344797088086,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5841.461346365582,8351.121031488838
2024-05-08 12:00:00,1604.48,3760.9733951352205,1354,1344.672114113077,2739.7514665905283,2712.123483990166,18.15,17.479320774764915,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5716.381466590528,8218.581647013227
2024-05-08 13:00:00,1868.7,4134.54782199096,1354,1344.672161867312,2336.842715753771,2321.0603722257183,20.56,20.068632629176996,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5580.102715753771,8203.682321713168
2024-05-08 14:00:00,2278.3799999999997,4713.817521999969,1351.7,1342.3744934419221,1726.948032017528,1729.0904494716578,19.71,19.155633744343536,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5376.738032017528,8187.771431657893
2024-05-08 15:00:00,3568.16,6537.358920303409,1351.5,1342.175268702584,1086.5784967777895,1107.5135249325028,20.59,20.101509896881886,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,6026.828496777789,9390.482556835377
2024-05-08 16:00:00,4813.91,8298.927785473696,1351.2,1341.876769412137,658.1982838650679,691.6262577518851,22.62,22.283347099642057,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,6845.928283865068,10738.047492737358
2024-05-08 17:00:00,5761.0599999999995,9638.925310390832,1351.9,1342.5786184655315,357.4257738023549,399.47206976672993,19.86,19.319856992160727,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,7490.245773802354,11783.629188615252
2024-05-08 18:00:00,5841.759999999999,9755.159846251232,1353.1,1343.7825070621461,84.44921812609016,134.05951084667927,16.62,15.842430050947264,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,7295.929218126088,11632.177627211004
2024-05-08 19:00:00,5185.29,8831.46284421821,1354.1,1344.7915520585077,0,51.15211406916854,12.51,11.433821470106292,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,6551.9,10622.173664815993
2024-05-08 20:00:00,4390.460000000001,7716.485128534894,1355.5,1346.210185756011,0,49.26357593954612,12.78,11.737961589881026,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5758.740000000002,9507.030184820334
2024-05-08 21:00:00,3639.05,6671.505707745577,1356.8,1347.5488073648407,0,45.486509476598975,10.1,8.886787476605841,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5005.950000000001,8456.76114506362
2024-05-08 22:00:00,3358.2400000000002,6309.017801907833,1355.8,1346.6292982978155,0,37.932381448853384,12.84,11.886793971486366,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4726.88,8088.799608625988
2024-05-08 23:00:00,2905.4,5737.816751094472,1357.3,1348.2871235917594,0,22.824127842436692,20.92,20.680155408278758,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4283.620000000001,7512.941490936948
2024-05-09 00:00:00,2220.38,4907.346415889704,1356.3,1347.6063822088447,0,-7.392378145859593,24.17,24.396829151274975,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3600.85,6655.290582103965
2024-05-09 01:00:00,2347.63,5156.178428046653,1356,1347.4658312130634,0,-22.500630194152556,17.77,17.633388834846183,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3721.4000000000005,6882.11035090041
2024-05-09 02:00:00,2623.86,5581.139391812046,1355.6,1347.1457813856337,0,-30.054754326588746,19.91,19.988776689538692,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3999.37,7301.55252856063
2024-05-09 03:00:00,2819.2500000000005,5874.585556437574,1355.8,1347.3853960417664,0,-33.83181260938632,19.82,19.92020778889199,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4194.870000000001,7591.392680658847
2024-05-09 04:00:00,2838.06,5909.794338727206,1356.1,1347.7050236902444,50.51500454605096,13.307559336320795,18.77,18.806187352578995,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4263.445004546052,7672.94644210635
2024-05-09 05:00:00,2637.31,5630.317082612597,1356.5,1348.1146134504859,279.43598051546246,234.5450859154022,29.07,29.879176960467692,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4302.315980515462,7626.189291938953
2024-05-09 06:00:00,1660.78,4252.018647544618,1356.9,1348.5192307929694,661.0301735293571,604.4334363800032,31.1,32.06365611170568,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3709.8101735293567,6620.368303829297
2024-05-09 07:00:00,1392.53,3873.889099079886,1357,1348.621635372868,1258.4326788689345,1184.013025902897,25.41,25.952284764764975,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4033.372678868934,6815.809378120415
2024-05-09 08:00:00,1184.3799999999999,3580.1797041206623,1357.1,1348.7228039881647,2071.6936340378393,1973.214523117455,24.59,25.07219744115052,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4637.7636340378385,7310.5225616674325
2024-05-09 09:00:00,1029.76,3361.871832162989,1356.2,1347.824268012763,2728.7335266528426,2610.8531270820663,28.57,29.348634500194795,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5143.263526652843,7733.231194758014
2024-05-09 10:00:00,987.63,3302.447010504494,1355.7,1347.3250908184182,3254.840519236299,3121.443195317928,23.04,23.407668752074485,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5621.210519236299,8177.956298392914
2024-05-09 11:00:00,1010.69,3335.1062254021704,1350.1,1341.7304191392284,3525.5276226642213,3384.148079396409,20.81,21.01204858523285,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5907.12762266422,8465.330105523039
2024-05-09 12:00:00,904.58,3185.1266477157924,1353.1,1344.7280346658931,3477.803857870531,3337.8244600704,22.16,22.462702767689986,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5757.643857870531,8273.475178219776
2024-05-09 13:00:00,968.0799999999999,3274.8832660431003,1353,1344.6286511375095,3206.054413651859,3074.076523793396,24.04,24.482949629658386,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5551.174413651859,8101.404723603665
2024-05-09 14:00:00,983.1600000000001,3296.157699027491,1352.5,1344.1300963782674,2942.332194065461,2818.1265086128155,23.84,24.26891767551635,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5301.8321940654605,7866.01655469409
2024-05-09 15:00:00,1435.86,3936.009480456155,1351.5,1343.132957713367,2317.7884133892135,2211.988410295458,18.89,18.952473474283778,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5124.038413389212,7893.416654939264
2024-05-09 16:00:00,2872.89,5967.235250403144,1351.6,1343.2367716778504,1384.1806334635642,1305.905970209684,17.21,17.15085316611313,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5625.880633463564,9016.862178456791
2024-05-09 17:00:00,4674.26,8513.296057246464,1350.4,1342.0456550752187,644.160497390371,587.7537036442076,14.92,14.697177702022765,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,6683.740497390372,10841.12592666791
2024-05-09 18:00:00,5026.249999999999,9010.05590905328,1351.2,1342.8605319294975,141.12583736442804,99.69306395262214,19.52,19.652492769828932,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,6538.095837364428,10855.59533070523
2024-05-09 19:00:00,4994.949999999999,8964.160400510053,1349.8,1341.4929897199872,0,-36.94762772427577,20.55,20.78556146301459,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,6365.299999999999,10672.824656968778
2024-05-09 20:00:00,4999.559999999999,8967.379112090683,1351.9,1343.6534847476228,0,-36.286455872804346,21.43,21.78394777938108,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,6372.889999999999,10679.863421744882
2024-05-09 21:00:00,4459.4800000000005,8197.308963090525,1354.2,1346.0761880864166,0,-34.964068944801994,32.6,33.890492557691665,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5846.28,9925.644907789829
2024-05-09 22:00:00,3154.1800000000003,6338.903737795859,1355.1,1347.2249318173829,0,-32.319273476267654,42.6,44.84592071555297,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,4551.880000000001,8081.988649852528
2024-05-09 23:00:00,2285.5600000000004,5084.6097442269365,1356,1348.6232309365378,0,-27.02967173293403,46.58,49.54545336652432,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3688.1400000000003,6839.082089797064
2024-05-10 00:00:00,1622.8100000000002,4094.953844678776,1357.1,1350.7204604954234,0,-16.450462843134392,42.29,45.783550219525466,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,3022.2000000000003,5858.34072555059
2024-05-10 01:00:00,1458.5300000000002,3836.3365407473443,1357.9,1352.0188496012142,0,-11.160859103694547,40.52,44.305485361890604,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,2856.9500000000003,5604.833349606755
2024-05-10 02:00:00,1548.0100000000002,3949.635228277482,1357.4,1351.7688555618115,0,-8.516058644894537,38.49,42.33630512933241,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,2943.9,5718.5576633237315
2024-05-10 03:00:00,3660.1499999999996,6928.8248572773955,1358.7,1353.1924597651785,0,-7.1936612373343785,29.64,32.934066766690144,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5048.489999999999,8691.09105557193
2024-05-10 04:00:00,4635.3,8304.028786725907,1357,1351.5563800378422,100.41836062551907,90.92967671358286,25.59,28.635833796133333,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,6118.3083606255195,10158.484010273463
2024-05-10 05:00:00,4554.280000000001,8187.847602723805,1356.6,1351.1879313816498,647.0465592345598,621.7962751154225,13.89,16.092237025378903,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,6571.81655923456,10560.257379246255
2024-05-10 06:00:00,2440.6100000000006,5199.0747335028545,1358.6,1353.2017169102865,1595.7466603321682,1542.7328676089373,6.69,8.370043894093685,383.333333,ENTSO-E,Solar,SFOE,Photovoltaik,Solar,5401.646660332168,8486.71269491617
