DateTime,storage_high_frequency_original_gwh,storage_benchmarked_gwh,date,hour,month,source_profile,daily_target_source,variable,target_columns,indicator_columns,kind
2024-08-06 04:00:00,3.8270799999999996,4.600479714704086,2024-08-06,4,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-06 05:00:00,4.38203,5.267898839227162,2024-08-06,5,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-06 06:00:00,5.57043,6.695350793540165,2024-08-06,6,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-06 07:00:00,4.58085,5.507441620863431,2024-08-06,7,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-06 08:00:00,3.12416,3.758539739261786,2024-08-06,8,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-06 09:00:00,2.00273,2.412114715938827,2024-08-06,9,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-06 10:00:00,1.87623,2.2602631393339925,2024-08-06,10,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-06 11:00:00,1.88143,2.266527934789548,2024-08-06,11,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-06 12:00:00,1.85705,2.2372717467795553,2024-08-06,12,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-06 13:00:00,2.1295100000000002,2.564433519065928,2024-08-06,13,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-06 14:00:00,3.0289999999999995,3.6444807703345115,2024-08-06,14,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-06 15:00:00,3.5452500000000002,4.264405692873696,2024-08-06,15,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-06 16:00:00,4.86688,5.851410628071563,2024-08-06,16,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-06 17:00:00,5.30161,6.373650700760649,2024-08-06,17,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-06 18:00:00,5.5126800000000005,6.627605440402423,2024-08-06,18,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-06 19:00:00,5.6614,6.807220931656224,2024-08-06,19,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-06 20:00:00,5.6467600000000004,6.791739191395573,2024-08-06,20,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-06 21:00:00,5.492179999999999,6.610328686901779,2024-08-06,21,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-06 22:00:00,5.70406,6.873117319922717,2024-08-06,22,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-06 23:00:00,3.81003,4.615737736773632,2024-08-06,23,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-07 00:00:00,4.51755,5.498795060020299,2024-08-07,0,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-07 01:00:00,4.4082799999999995,5.384366325012276,2024-08-07,1,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-07 02:00:00,4.37523,5.35306894861289,2024-08-07,2,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-07 03:00:00,4.703430000000001,5.751329559576467,2024-08-07,3,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-07 04:00:00,4.31665,5.289021518954823,2024-08-07,4,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-07 05:00:00,4.664910000000001,5.708223538891936,2024-08-07,5,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-07 06:00:00,5.36845,6.553484160295451,2024-08-07,6,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-07 07:00:00,6.00778,7.32138634279035,2024-08-07,7,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-07 08:00:00,5.37371,6.5601939606927155,2024-08-07,8,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-07 09:00:00,4.72991,5.78725403028176,2024-08-07,9,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-07 10:00:00,3.7276999999999996,4.583941997676545,2024-08-07,10,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-07 11:00:00,3.0357000000000003,3.753083782287823,2024-08-07,11,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-07 12:00:00,2.9023,3.592930857556677,2024-08-07,12,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-07 13:00:00,2.85493,3.5360810364831305,2024-08-07,13,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-07 14:00:00,2.6765,3.3218891612272907,2024-08-07,14,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-07 15:00:00,3.08168,3.8084792910758374,2024-08-07,15,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-07 16:00:00,4.357799999999999,5.340893311130735,2024-08-07,16,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-07 17:00:00,6.29768,7.670463528953165,2024-08-07,17,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-07 18:00:00,5.930630000000001,7.230483762484134,2024-08-07,18,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-07 19:00:00,6.058630000000001,7.38564244303477,2024-08-07,19,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-07 20:00:00,6.41263,7.813627732450133,2024-08-07,20,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-07 21:00:00,6.50125,7.925912335971713,2024-08-07,21,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-07 22:00:00,4.82968,5.930626213232756,2024-08-07,22,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-07 23:00:00,4.53375,5.598821101306327,2024-08-07,23,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-08 00:00:00,4.6282,5.759259256588425,2024-08-08,0,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-08 01:00:00,4.36283,5.464147347145982,2024-08-08,1,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-08 02:00:00,4.56328,5.716584615883286,2024-08-08,2,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-08 03:00:00,4.55396,5.711273184351483,2024-08-08,3,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-08 04:00:00,4.84553,6.064299033432865,2024-08-08,4,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-08 05:00:00,5.27933,6.586629764691991,2024-08-08,5,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-08 06:00:00,6.24183,7.743032446585086,2024-08-08,6,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-08 07:00:00,5.66345,7.0489418244266435,2024-08-08,7,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-08 08:00:00,4.3241000000000005,5.440974676492764,2024-08-08,8,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-08 09:00:00,3.9871,5.036430232194149,2024-08-08,9,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-08 10:00:00,3.39576,4.326452929174254,2024-08-08,10,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-08 11:00:00,1.8436,2.4627969623097545,2024-08-08,11,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-08 12:00:00,1.6372,2.214966100457303,2024-08-08,12,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-08 13:00:00,1.97353,2.618763142983881,2024-08-08,13,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-08 14:00:00,2.9882100000000005,3.837010020844978,2024-08-08,14,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-08 15:00:00,4.1488,5.230372435369538,2024-08-08,15,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-08 16:00:00,6.0497499999999995,7.512527419163428,2024-08-08,16,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-08 17:00:00,6.61006,8.184678240638029,2024-08-08,17,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-08 18:00:00,6.62158,8.197289490974633,2024-08-08,18,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-08 19:00:00,6.78026,8.38537387368047,2024-08-08,19,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-08 20:00:00,6.71361,8.300463953475386,2024-08-08,20,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-08 21:00:00,6.610329999999999,8.166688883425971,2024-08-08,21,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-08 22:00:00,3.6514800000000003,4.594480275572363,2024-08-08,22,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-08 23:00:00,3.93561,4.896563890137385,2024-08-08,23,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-09 00:00:00,3.96418,4.852728498375657,2024-08-09,0,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-09 01:00:00,3.11191,3.790343304609478,2024-08-09,1,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-09 02:00:00,2.9371599999999995,3.560987200137575,2024-08-09,2,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-09 03:00:00,3.25116,3.9282377518894798,2024-08-09,3,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-09 04:00:00,3.7051299999999996,4.468433161048287,2024-08-09,4,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-09 05:00:00,4.45966,5.371951045744291,2024-08-09,5,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-09 06:00:00,4.14476,4.992631534429196,2024-08-09,6,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-09 07:00:00,1.95061,2.357518044925275,2024-08-09,7,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-09 08:00:00,1.41478,1.7138448568189595,2024-08-09,8,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-09 09:00:00,1.29118,1.5652864000444304,2024-08-09,9,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-09 10:00:00,1.41383,1.7124751322409528,2024-08-09,10,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-09 11:00:00,1.3617,1.6498446046990194,2024-08-09,11,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-09 12:00:00,1.3203000000000003,1.6001164132074357,2024-08-09,12,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-09 13:00:00,1.33825,1.6216585787860158,2024-08-09,13,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-09 14:00:00,1.5378600000000002,1.861322852914618,2024-08-09,14,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-09 15:00:00,1.63016,1.9721415140950933,2024-08-09,15,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-09 16:00:00,2.95531,3.5632340979936084,2024-08-09,16,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-09 17:00:00,5.381279999999999,6.476069341127579,2024-08-09,17,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-09 18:00:00,5.393050000000001,6.490177037187843,2024-08-09,18,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-09 19:00:00,5.18343,6.238439034170273,2024-08-09,19,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-09 20:00:00,5.13098,6.175365849911034,2024-08-09,20,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-09 21:00:00,5.56483,6.696093553175518,2024-08-09,21,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-09 22:00:00,4.9696,5.981017558872868,2024-08-09,22,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-09 23:00:00,3.03725,3.660082633595535,2024-08-09,23,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-10 00:00:00,2.8606500000000006,3.446492800522138,2024-08-10,0,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-10 01:00:00,2.84896,3.431683057714917,2024-08-10,1,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-10 02:00:00,2.43138,2.9299103842129415,2024-08-10,2,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-10 03:00:00,2.42351,2.9202674982784997,2024-08-10,3,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-10 04:00:00,2.73058,3.2888679060729937,2024-08-10,4,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-10 05:00:00,2.48718,2.9965705359926362,2024-08-10,5,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-10 06:00:00,2.0232,2.439448163040246,2024-08-10,6,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-10 07:00:00,1.12245,1.3579105679193246,2024-08-10,7,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-10 08:00:00,0.9111600000000001,1.1042093144837242,2024-08-10,8,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-10 09:00:00,0.8164600000000001,0.9904994633236238,2024-08-10,9,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-10 10:00:00,0.7944000000000001,0.9640084488849847,2024-08-10,10,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-10 11:00:00,0.7689,0.933385611097899,2024-08-10,11,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-10 12:00:00,0.81086,0.9837575946499414,2024-08-10,12,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-10 13:00:00,0.9335800000000001,1.13108906043485,2024-08-10,13,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-10 14:00:00,1.1084800000000001,1.341055311715842,2024-08-10,14,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-10 15:00:00,1.4168,1.711183163615317,2024-08-10,15,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-10 16:00:00,3.22203,3.8785719686287687,2024-08-10,16,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-10 17:00:00,5.57275,6.7007871966673855,2024-08-10,17,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-10 18:00:00,5.7192799999999995,6.876163992193654,2024-08-10,18,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-10 19:00:00,5.3136,6.387944578989402,2024-08-10,19,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-10 20:00:00,5.65098,6.790791126501602,2024-08-10,20,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-10 21:00:00,5.86905,7.048139223657344,2024-08-10,21,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-10 22:00:00,3.28536,3.936943278679035,2024-08-10,22,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-10 23:00:00,3.0282800000000005,3.610319752722972,2024-08-10,23,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-11 00:00:00,2.86243,3.3752864718698072,2024-08-11,0,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-11 01:00:00,2.71203,3.176752991445275,2024-08-11,1,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-11 02:00:00,2.38433,2.774310976808411,2024-08-11,2,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-11 03:00:00,2.51776,2.930032303484284,2024-08-11,3,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-11 04:00:00,2.64823,3.084443189632409,2024-08-11,4,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-11 05:00:00,3.2008600000000005,3.7468608836094597,2024-08-11,5,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-11 06:00:00,1.8636300000000001,2.1406956036026337,2024-08-11,6,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-11 07:00:00,1.07803,1.1971495121662046,2024-08-11,7,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-11 08:00:00,0.80203,0.8656170419124836,2024-08-11,8,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-11 09:00:00,0.7962799999999999,0.8586416081157313,2024-08-11,9,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-11 10:00:00,0.7999799999999999,0.8630464616102721,2024-08-11,10,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-11 11:00:00,0.75031,0.8033851400604013,2024-08-11,11,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-11 12:00:00,0.78443,0.844333427518715,2024-08-11,12,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-11 13:00:00,0.9095500000000001,0.9945386305801931,2024-08-11,13,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-11 14:00:00,1.0501800000000001,1.1633475267782845,2024-08-11,14,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-11 15:00:00,1.58898,1.8101953707780127,2024-08-11,15,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-11 16:00:00,3.24708,3.8008956417997815,2024-08-11,16,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-11 17:00:00,3.9634300000000002,4.660672383832816,2024-08-11,17,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-11 18:00:00,4.46708,5.264721401613261,2024-08-11,18,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-11 19:00:00,3.92285,4.609906686362571,2024-08-11,19,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-11 20:00:00,4.31118,5.073450435864411,2024-08-11,20,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-11 21:00:00,3.5979800000000006,4.211671836705416,2024-08-11,21,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-11 22:00:00,3.17218,3.689529205836243,2024-08-11,22,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-11 23:00:00,2.99958,3.46051526801293,2024-08-11,23,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-12 00:00:00,2.96805,3.379109125067392,2024-08-12,0,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-12 01:00:00,2.89473,3.2693001079833497,2024-08-12,1,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-12 02:00:00,2.75618,3.0920568845552094,2024-08-12,2,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-12 03:00:00,3.03523,3.421667073116155,2024-08-12,3,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-12 04:00:00,3.49458,3.9704842041815134,2024-08-12,4,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-12 05:00:00,3.52591,4.006741169755473,2024-08-12,5,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-12 06:00:00,3.45808,3.9246178491974906,2024-08-12,6,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-12 07:00:00,2.46596,2.7330453798814935,2024-08-12,7,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-12 08:00:00,2.30175,2.5357101012903382,2024-08-12,8,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
2024-08-12 09:00:00,1.71633,1.8327163194946436,2024-08-12,9,8,ENTSO-E,SFOE,Storage,Speicherkraft,"Hydro Water Reservoir, Hydro Pumped Storage",atomic
